car_name,year,price,assemble_place,series,km,engine_type,transmission,url
Kia Sonet Premium 1.5 AT,2023,585 Triệu,Lắp ráp trong nước,Crossover,"8,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-kia-sonet-premium-1.5-at-2023-5630459
Toyota Prado VX 2.7L,2019,2 Tỷ 120 Triệu,Nhập khẩu,SUV,"65,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2019-5631834
Toyota Innova 2.0E,2017,449 Triệu,Lắp ráp trong nước,Crossover,0 Km,Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2017-5580675
Hyundai SantaFe 2.4L 4WD,2017,645 Triệu,Lắp ráp trong nước,SUV,"45,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2017-5569443
Mercedes Benz GLC 200,2021,1 Tỷ 389 Triệu,Lắp ráp trong nước,SUV,"30,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-5599675
Lexus LX 570 Super Sport,2016,4 Tỷ 679 Triệu,Nhập khẩu,SUV,"99,000 Km",Xăng  5.7 L,Số tự động,https://bonbanh.com/xe-lexus-lx-570-super-sport-2016-5630291
Hyundai i30 1.6 AT,2013,355 Triệu,Nhập khẩu,Hatchback,"66,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-hyundai-i30-1.6-at-2013-5634186
Mazda CX5 Signature Premium 2.5 AT AWD,I,"Activ 
						2021",Lắp ráp trong nước,SUV,"12,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-signature-premium-2.5-at-awd-i-activ-2021-5593098
Mazda 3 1.5 AT,2016,395 Triệu,Lắp ráp trong nước,Sedan,"93,098 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5-at-2016-5441005
Toyota Land Cruiser VX 4.6 V8,2016,3 Tỷ 120 Triệu,Nhập khẩu,SUV,"160,000 Km",Xăng  4.6 L,Số tự động,https://bonbanh.com/xe-toyota-land_cruiser-vx-4.6-v8-2016-5592864
Mercedes Benz S class S400L,2015,1 Tỷ 290 Triệu,Lắp ráp trong nước,Sedan,"120,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2015-5639347
Mazda CX 30 Premium 2.0 AT,2022,700 Triệu,Nhập khẩu,Crossover,"13,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx-30-premium-2.0-at-2022-5640139
Hyundai i10 Grand 1.2 AT,2021,360 Triệu,Lắp ráp trong nước,Hatchback,"15,000 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2021-5628506
Ford Ranger Wildtrak 2.0L 4x4 AT,2022,759 Triệu,Lắp ráp trong nước,Bán tải / Pickup,"35,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2022-5541775
Mercedes Benz C class C200 Avantgarde Plus,2022,1 Tỷ 579 Triệu,Lắp ráp trong nước,Sedan,"7,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-5506667
Volkswagen Tiguan 2.0 AT,2016,556 Triệu,Nhập khẩu,SUV,"70,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-volkswagen-tiguan-2.0-at-2016-5498999
Hyundai Tucson 1.6 AT Turbo,2019,720 Triệu,Lắp ráp trong nước,Crossover,"68,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-2019-5569871
LandRover Range Rover Velar S 2.0,2018,2 Tỷ 750 Triệu,Nhập khẩu,SUV,"27,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-landrover-range_rover_velar-s-2.0-2018-5550460
Toyota Sienna Limited 3.5,2015,1 Tỷ 330 Triệu,Nhập khẩu,Van/Minivan,0 Km,Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-toyota-sienna-limited-3.5-2015-5567519
BMW X6 xDrive35i,2009,390 Triệu,Nhập khẩu,SUV,"98,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-bmw-x6-xdrive35i-2009-5584261
Toyota Vios 1.5G,2012,290 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2012-5637568
Maserati Ghibli 3.0 V6,2016,1 Tỷ 699 Triệu,Nhập khẩu,Sedan,"49,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-maserati-ghibli-3.0-v6-2016-5633872
Audi A6 2.0T,2012,595 Triệu,Nhập khẩu,Sedan,"39,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-audi-a6-2.0t-2012-5633891
Mercedes Benz GLA class GLA 250 4Matic,2016,659 Triệu,Nhập khẩu,SUV,"130,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gla_class-gla-250-4matic-2016-5633904
BMW 5 Series 520i,2013,539 Triệu,Nhập khẩu,Sedan,"80,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-bmw-5_series-520i-2013-5554249
Mini Cooper Clubman S,2016,1 Tỷ 60 Triệu,Nhập khẩu,Hatchback,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mini-cooper-clubman-s-2016-5636416
Hyundai SantaFe Cao cấp 2.4L HTRAC,2021,895 Triệu,Lắp ráp trong nước,SUV,"27,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.4l-htrac-2021-5636424
Mitsubishi Xpander Cross 1.5 AT,2022,636 Triệu,Nhập khẩu,SUV,"25,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mitsubishi-xpander-cross-1.5-at-2022-5544602
Mercedes Benz GL 450 4Matic,2006,379 Triệu,Nhập khẩu,SUV,"100,000 Km",Xăng  4.7 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gl-450-4matic-2006-5365766
Honda Brio RS,2021,399 Triệu,Nhập khẩu,Hatchback,"32,000 Km",Xăng  1.2 L,Số tự động,https://bonbanh.com/xe-honda-brio-rs-2021-5566291
Mercedes Benz E class E200,2018,1 Tỷ 85 Triệu,Lắp ráp trong nước,Sedan,"68,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2018-5505378
Mazda CX5 2.0 Premium,2020,740 Triệu,Lắp ráp trong nước,SUV,"45,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-premium-2020-5616035
Honda CRV 2.4 AT,2013,450 Triệu,Lắp ráp trong nước,SUV,"88,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-honda-crv-2.4-at-2013-5614468
Kia Sedona 3.3L GATH,2016,595 Triệu,Lắp ráp trong nước,Van/Minivan,0 Km,Xăng  3.3 L,Số tự động,https://bonbanh.com/xe-kia-sedona-3.3l-gath-2016-5591415
Toyota Corolla Cross 1.8G,2022,710 Triệu,Nhập khẩu,SUV,"60,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2022-5593232
Toyota Prado TXL 2.7L,2017,1 Tỷ 510 Triệu,Nhập khẩu,SUV,"63,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-prado-txl-2.7l-2017-5580682
Mitsubishi Triton Athlete 4x4 AT,2022,720 Triệu,Nhập khẩu,Bán tải / Pickup,"39,000 Km",Dầu  2.4 L,Số tự động,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x4-at-2022-5599916
Hyundai Creta Cao cấp 1.5 AT,2022,679 Triệu,Nhập khẩu,Crossover,"18,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-hyundai-creta-cao-cap-1.5-at-2022-5609035
Toyota Wigo 1.2 AT,2021,365 Triệu,Nhập khẩu,Hatchback,"29,000 Km",Xăng  1.2 L,Số tự động,https://bonbanh.com/xe-toyota-wigo-1.2-at-2021-5601923
VinFast Lux A 2.0 2.0 AT,2020,560 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2020-5606312
Toyota Fortuner 2.7V 4x2 AT,2015,488 Triệu,Lắp ráp trong nước,SUV,"105,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2015-5551240
Toyota Yaris 1.5G,2019,495 Triệu,Nhập khẩu,Hatchback,"63,700 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-yaris-1.5g-2019-5553069
VinFast Fadil 1.4 AT,2021,325 Triệu,Lắp ráp trong nước,Hatchback,"33,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-5605116
Toyota Corolla Cross 1.8V,2022,765 Triệu,Nhập khẩu,SUV,"36,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-5542490
Kia Sorento GAT 2.4L 2WD,2013,410 Triệu,Lắp ráp trong nước,SUV,"140,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-kia-sorento-gat-2.4l-2wd-2013-5582859
Mercedes Benz GLC 200,2020,1 Tỷ 399 Triệu,Lắp ráp trong nước,SUV,"40,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-2020-5538975
Toyota Corolla Cross 1.8V,2020,745 Triệu,Nhập khẩu,SUV,"40,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2020-5604627
Mitsubishi Xpander 1.5 AT,2022,555 Triệu,Nhập khẩu,SUV,"44,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2022-5625627
Lexus LX 570,2016,4 Tỷ 750 Triệu,Nhập khẩu,SUV,"120,000 Km",Xăng  5.7 L,Số tự động,https://bonbanh.com/xe-lexus-lx-570-2016-5561085
Toyota Wigo 1.2 AT,2021,385 Triệu,Nhập khẩu,Hatchback,"24,000 Km",Xăng  1.2 L,Số tự động,https://bonbanh.com/xe-toyota-wigo-1.2-at-2021-5557068
Kia Morning 1.0 MT,2016,169 Triệu,Lắp ráp trong nước,Hatchback,"92,000 Km",Xăng  1.0 L,Số tay,https://bonbanh.com/xe-kia-morning-1.0-mt-2016-5620790
Hyundai SantaFe Cao cấp 2.4L HTRAC,2021,928 Triệu,Lắp ráp trong nước,SUV,"60,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.4l-htrac-2021-5603413
Peugeot 2008 GT Line 1.2 AT,2021,670 Triệu,Lắp ráp trong nước,Crossover,"30,000 Km",Xăng  1.2 L,Số tự động,https://bonbanh.com/xe-peugeot-2008-gt-line-1.2-at-2021-5613463
Audi Q7 3.0 AT,2014,1 Tỷ 100 Triệu,Nhập khẩu,SUV,"80,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-audi-q7-3.0-at-2014-5561855
Nissan Teana 2.0 AT,2010,286 Triệu,Nhập khẩu,Sedan,"11,200 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-nissan-teana-2.0-at-2010-5629647
Mazda CX5 2.0 AT,2019,670 Triệu,Lắp ráp trong nước,SUV,"68,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-at-2019-5562468
Toyota Avalon Limited,2006,450 Triệu,Nhập khẩu,Sedan,"110,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-toyota-avalon-limited-2006-5379435
Honda Brio RS,2021,410 Triệu,Nhập khẩu,Hatchback,"14,000 Km",Xăng  1.2 L,Số tự động,https://bonbanh.com/xe-honda-brio-rs-2021-5591850
Toyota Vios 1.5G,2020,465 Triệu,Lắp ráp trong nước,Sedan,"17,582 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2020-5579587
Kia Sorento DATH,2018,639 Triệu,Lắp ráp trong nước,SUV,0 Km,Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-kia-sorento-dath-2018-5376986
Mazda CX5 2.0 Premium,2020,730 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-premium-2020-5555782
Lexus RX 200t,2017,1 Tỷ 990 Triệu,Nhập khẩu,SUV,"50,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-lexus-rx-200t-2017-5640138
Mitsubishi Triton 4x2 AT,2019,455 Triệu,Nhập khẩu,Bán tải / Pickup,"80,000 Km",Dầu  2.5 L,Số tự động,https://bonbanh.com/xe-mitsubishi-triton-4x2-at-2019-5630677
Nissan Sunny XV,2013,225 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-nissan-sunny-xv-2013-5618237
Ford Ranger XLS 2.2L 4x2 MT,2016,355 Triệu,Nhập khẩu,Bán tải / Pickup,"125,362 Km",Dầu  2.2 L,Số tay,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-mt-2016-5628092
Lexus ES 250 F Sport,2022,2 Tỷ 360 Triệu,Nhập khẩu,Sedan,"15,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-lexus-es-250-f-sport-2022-5640134
Peugeot 408 Premium 2.0 AT,2016,345 Triệu,Lắp ráp trong nước,Sedan,"63,869 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-peugeot-408-premium-2.0-at-2016-5502855
Ford Focus 1.8 AT,2010,235 Triệu,Lắp ráp trong nước,Hatchback,"128,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-ford-focus-1.8-at-2010-5635670
Hyundai Tucson 2.0 AT CRDi Đặc biệt,2022,885 Triệu,Lắp ráp trong nước,Crossover,"40,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-at-crdi-dac-biet-2022-5631282
Lexus RX 450h,2021,3 Tỷ 980 Triệu,Nhập khẩu,SUV,"19,000 Km",Hybrid  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-rx-450h-2021-5541245
Mercedes Benz GLK Class GLK250 4Matic,2014,590 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glk_class-glk250-4matic-2014-5606911
Toyota Avalon Limited,2007,485 Triệu,Nhập khẩu,Sedan,"110,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-toyota-avalon-limited-2007-5581476
Nissan X trail V Series 2.0 SL Luxury,2018,579 Triệu,Lắp ráp trong nước,SUV,"75,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-nissan-x_trail-v-series-2.0-sl-luxury-2018-5637946
Volkswagen Tiguan Allspace Luxury,2019,945 Triệu,Nhập khẩu,SUV,"45,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-volkswagen-tiguan-allspace-luxury-2019-5576982
Ford Escape XLT 3.0 AT,2005,89 Triệu,Lắp ráp trong nước,SUV,"100,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-ford-escape-xlt-3.0-at-2005-5640100
Ford Territory Titanium X 1.5 AT,2023,892 Triệu,Lắp ráp trong nước,SUV,"2,200 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2023-5635905
Toyota Innova 2.0E,2016,375 Triệu,Lắp ráp trong nước,Crossover,"100,000 Km",Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2016-5385654
Kia Morning S AT,2018,299 Triệu,Lắp ráp trong nước,Hatchback,"18,000 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-kia-morning-s-at-2018-5360142
Hyundai Tucson 2.0 ATH,2020,730 Triệu,Lắp ráp trong nước,Crossover,"63,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2020-5616515
Mazda 3 1.5L Luxury,2022,599 Triệu,Lắp ráp trong nước,Sedan,"12,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-5519557
Mercedes Benz GLS 400 4Matic,2017,1 Tỷ 799 Triệu,Nhập khẩu,SUV,"104,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-400-4matic-2017-5473511
Ford Ranger XLS 2.2L 4x2 AT,2017,480 Triệu,Nhập khẩu,Bán tải / Pickup,"68,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2017-5573110
Audi A5 Sportback 2.0,2014,590 Triệu,Nhập khẩu,Sedan,"100,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-audi-a5-sportback-2.0-2014-5575447
Mercedes Benz E class E200,2016,850 Triệu,Lắp ráp trong nước,Sedan,"90,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2016-5542258
Hyundai Tucson 2.0 AT,2019,655 Triệu,Lắp ráp trong nước,Crossover,"61,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-at-2019-5620183
Hyundai i10 1.2 AT,2022,415 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-hyundai-i10-1.2-at-2022-5597593
Toyota Camry 2.0E,2017,658 Triệu,Lắp ráp trong nước,Sedan,"75,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.0e-2017-5615927
Mercedes Benz GLC 300 4Matic,2020,1 Tỷ 685 Triệu,Lắp ráp trong nước,SUV,"70,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2020-5626850
Ford Ranger XLS 2.2L 4x2 AT,2016,425 Triệu,Nhập khẩu,Bán tải / Pickup,"68,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2016-5613167
Toyota Veloz Cross Top 1.5 CVT,2022,625 Triệu,Nhập khẩu,SUV,"41,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2022-5631443
Toyota Fortuner 2.4L 4x2 MT,2022,920 Triệu,Lắp ráp trong nước,SUV,"39,000 Km",Dầu  2.4 L,Số tay,https://bonbanh.com/xe-toyota-fortuner-2.4l-4x2-mt-2022-5632454
VinFast VF e34 AT,2022,530 Triệu,Lắp ráp trong nước,Crossover,"34,000 Km",Điện  0.1 L,Số tự động,https://bonbanh.com/xe-vinfast-vf-e34-at-2022-5612841
BMW 5 Series 535i GT,2011,550 Triệu,Nhập khẩu,Sedan,"110,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-bmw-5_series-535i-gt-2011-5099052
Kia Morning Van 1.0 AT,2015,220 Triệu,Nhập khẩu,Van/Minivan,0 Km,Xăng  1.0 L,Số tự động,https://bonbanh.com/xe-kia-morning-van-1.0-at-2015-5590947
Suzuki Ertiga Sport 1.5 AT,2021,469 Triệu,Nhập khẩu,SUV,"28,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-suzuki-ertiga-sport-1.5-at-2021-5618837
VinFast Fadil 1.4 AT Plus,2020,325 Triệu,Lắp ráp trong nước,Hatchback,"45,396 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-vinfast-fadil-1.4-at-plus-2020-5631228
Baic Beijing X7 Premium 1.5 AT,2021,610 Triệu,Nhập khẩu,SUV,"72,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-baic-beijing-x7-premium-1.5-at-2021-5631794
Chevrolet Aveo LT 1.4 MT,2018,218 Triệu,Lắp ráp trong nước,Sedan,"105,199 Km",Xăng  1.4 L,Số tay,https://bonbanh.com/xe-chevrolet-aveo-lt-1.4-mt-2018-5514762
Hyundai Elantra 1.6 AT,2020,510 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-hyundai-elantra-1.6-at-2020-5431107
Hyundai i10 1.2 AT,2022,394 Triệu,Lắp ráp trong nước,Hatchback,"23,000 Km",Xăng  1.25 L,Số tự động,https://bonbanh.com/xe-hyundai-i10-1.2-at-2022-5620446
Ford Ranger Wildtrak 2.0L 4x4 AT,2021,755 Triệu,Nhập khẩu,Bán tải / Pickup,0 Km,Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2021-5586748
Toyota Camry 2.5Q,2019,885 Triệu,Nhập khẩu,Sedan,"59,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.5q-2019-5503580
Ford Ranger XLS 2.2L 4x2 AT,2015,385 Triệu,Nhập khẩu,Bán tải / Pickup,"95,268 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2015-5624435
Kia Cerato 1.6 AT Deluxe,2019,445 Triệu,Lắp ráp trong nước,Sedan,"65,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-kia-cerato-1.6-at-deluxe-2019-5637258
Toyota Corolla altis 2.0V,2010,345 Triệu,Lắp ráp trong nước,Sedan,"71,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_altis-2.0v-2010-5546553
Lexus GS 350 AWD,2007,450 Triệu,Nhập khẩu,Sedan,"75,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-gs-350-awd-2007-5443766
Toyota Innova G,2008,218 Triệu,Lắp ráp trong nước,Crossover,0 Km,Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-g-2008-5583307
Peugeot 5008 AL 1.6 AT,2022,940 Triệu,Lắp ráp trong nước,SUV,"24,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-peugeot-5008-al-1.6-at-2022-5627916
Ford Ranger Raptor 2.0L 4x4 AT,2022,1 Tỷ 15 Triệu,Nhập khẩu,Bán tải / Pickup,0 Km,Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2022-5632807
Lexus RX 350,2017,2 Tỷ 460 Triệu,Nhập khẩu,SUV,"70,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-rx-350-2017-5548688
Hyundai Tucson 2.0 AT Đặc biệt,2021,770 Triệu,Lắp ráp trong nước,Crossover,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2021-5541331
Honda CRV L,2022,960 Triệu,Lắp ráp trong nước,SUV,"35,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-crv-l-2022-5564998
Mercedes Benz GLC 200 4Matic,2021,1 Tỷ 620 Triệu,Lắp ráp trong nước,SUV,"50,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-5615600
Toyota Vios E CVT,2021,445 Triệu,Lắp ráp trong nước,Sedan,"50,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-e-cvt-2021-5583007
Bentley Continental GT,2004,1 Tỷ 880 Triệu,Nhập khẩu,Coupe,"60,000 Km",Xăng  6.0 L,Số tự động,https://bonbanh.com/xe-bentley-continental-gt-2004-5640128
Nissan Navara VL 2.5 AT 4WD,2017,480 Triệu,Nhập khẩu,Bán tải / Pickup,"91,000 Km",Dầu  2.5 L,Số tự động,https://bonbanh.com/xe-nissan-navara-vl-2.5-at-4wd-2017-5639932
Audi A1 1.4 TFSI,2010,330 Triệu,Nhập khẩu,Hatchback,0 Km,Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-audi-a1-1.4-tfsi-2010-5623122
Toyota Veloz Cross Top 1.5 CVT,2022,628 Triệu,Nhập khẩu,SUV,"19,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2022-5542940
Kia Soluto 1.4 AT Deluxe,2021,379 Triệu,Lắp ráp trong nước,Sedan,"31,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-kia-soluto-1.4-at-deluxe-2021-5561506
Toyota Corolla Cross 1.8V,2021,769 Triệu,Nhập khẩu,SUV,"17,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2021-5615100
Kia Forte SX 1.6 AT,2013,308 Triệu,Lắp ráp trong nước,Sedan,"120,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-kia-forte-sx-1.6-at-2013-5610409
Toyota Vios E CVT,2022,465 Triệu,Lắp ráp trong nước,Sedan,"71,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-e-cvt-2022-5576676
Toyota Vios 1.5G,2019,420 Triệu,Lắp ráp trong nước,Sedan,"61,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2019-5532021
Mercedes Benz GLS 450 4Matic,2022,4 Tỷ 999 Triệu,Nhập khẩu,SUV,"20,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-5640089
Mercedes Benz C class C300 AMG,2020,1 Tỷ 299 Triệu,Lắp ráp trong nước,Sedan,"32,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2020-5569471
Mazda 3 1.5L Luxury,2023,648 Triệu,Lắp ráp trong nước,Sedan,"8,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2023-5581175
Toyota Prado VX 2.7L,2019,2 Tỷ 90 Triệu,Nhập khẩu,SUV,"86,000 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-prado-vx-2.7l-2019-5623164
Mercedes Benz GLC 300 4Matic,2021,1 Tỷ 880 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-5482126
Honda Civic G 1.8 AT,2019,535 Triệu,Nhập khẩu,Sedan,"60,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-honda-civic-g-1.8-at-2019-5640115
Mazda CX5 Luxury 2.0 AT,2022,775 Triệu,Lắp ráp trong nước,SUV,"24,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2022-5626156
Mazda 3 1.5L Luxury,2024,650 Triệu,Lắp ráp trong nước,Sedan,"2,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2024-5594383
Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt,2022,899 Triệu,Lắp ráp trong nước,Crossover,"18,688 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-htrac-dac-biet-2022-5574643
