car_name,year,price,assemble_place,series,km,engine_type,transmission,url
Mercedes Benz GLC 200 4Matic,2021,1 Tỷ 635 Triệu,Lắp ráp trong nước,SUV,"45,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-5621686
Mazda 3 1.5L Luxury,2020,540 Triệu,Lắp ráp trong nước,Sedan,"60,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2020-5640983
Hyundai Accent 1.4 AT,2023,465 Triệu,Lắp ráp trong nước,Sedan,"15,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-hyundai-accent-1.4-at-2023-5599306
Mazda CX5 2.0 AT,2018,625 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-at-2018-5599304
Mitsubishi Outlander 2.0 CVT,2018,579 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2018-5599296
Mercedes Benz C class C200,2015,625 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2015-5626609
BMW 4 Series 430i Gran Coupe M Sport,2022,2 Tỷ 458 Triệu,Nhập khẩu,Coupe,"2,345 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-bmw-4_series-430i-gran-coupe-m-sport-2022-5640994
Ford Ranger XLS 2.0L 4x2 AT,2023,670 Triệu,Lắp ráp trong nước,Bán tải / Pickup,"43,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2023-5640986
Mercedes Benz C class C200 Exclusive,2021,1 Tỷ 269 Triệu,Lắp ráp trong nước,Sedan,"35,405 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c200-exclusive-2021-5564386
Mazda 3 1.5 AT,2017,450 Triệu,Lắp ráp trong nước,Sedan,"76,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5-at-2017-5601896
Ford Ranger Wildtrak 2.0L 4x4 AT,2023,905 Triệu,Lắp ráp trong nước,Bán tải / Pickup,"3,700 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2023-5614360
Kia Sportage GT Line,2015,570 Triệu,Nhập khẩu,Crossover,"110,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-kia-sportage-gt-line-2015-5617028
Lexus NX 300,2020,2 Tỷ 50 Triệu,Nhập khẩu,SUV,"39,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-lexus-nx-300-2020-5537901
Toyota Camry 2.0G,2021,869 Triệu,Nhập khẩu,Sedan,"73,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.0g-2021-5640980
Mazda 3 1.5L Deluxe,2022,555 Triệu,Lắp ráp trong nước,Sedan,"35,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-deluxe-2022-5640979
Mazda 3 1.5L Sport Luxury,2019,499 Triệu,Lắp ráp trong nước,Hatchback,"5,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-sport-luxury-2019-5640975
Kia Sorento Signature 2.2 AT AWD,2022,1 Tỷ 35 Triệu,Lắp ráp trong nước,SUV,"33,000 Km",Dầu  2.2 L,Số tự động,https://bonbanh.com/xe-kia-sorento-signature-2.2-at-awd-2022-5640972
Mitsubishi Xpander 1.5 AT,2020,545 Triệu,Nhập khẩu,SUV,"20,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2020-5598323
Mercedes Benz GLE Class GLE 53 4Matic+ Coupe AMG,2022,5 Tỷ 139 Triệu,Nhập khẩu,SUV,15 Km,Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-53-4matic+-coupe-amg-2022-5291515
VinFast Lux A 2.0 Tiêu chuẩn,2022,630 Triệu,Lắp ráp trong nước,Sedan,"28,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-vinfast-lux_a_2.0-tieu-chuan-2022-5595474
Audi Q3 2.0 Quattro,2012,460 Triệu,Nhập khẩu,Crossover,"110,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-audi-q3-2.0-quattro-2012-5616538
Toyota Yaris 1.3 AT,2010,255 Triệu,Nhập khẩu,Hatchback,"9,000 Km",Xăng  1.3 L,Số tự động,https://bonbanh.com/xe-toyota-yaris-1.3-at-2010-5589289
Honda Civic 1.8 AT,2012,295 Triệu,Lắp ráp trong nước,Sedan,"10,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-honda-civic-1.8-at-2012-5602235
Mazda 3 S 1.6 AT,2014,335 Triệu,Lắp ráp trong nước,Sedan,"85,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-mazda-3-s-1.6-at-2014-5468250
Mercedes Benz C class C250 Exclusive,2015,655 Triệu,Lắp ráp trong nước,Sedan,"100,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c250-exclusive-2015-5627626
Honda Jazz V,2018,350 Triệu,Nhập khẩu,Hatchback,"61,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-jazz-v-2018-5632091
Lexus RX 300,2021,2 Tỷ 930 Triệu,Nhập khẩu,SUV,"33,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-lexus-rx-300-2021-5620754
Cadillac Escalade 6.2 V8,2015,2 Tỷ 685 Triệu,Nhập khẩu,SUV,"80,000 Km",Xăng  6.2 L,Số tự động,https://bonbanh.com/xe-cadillac-escalade-6.2-v8-2015-5500921
Mercedes Benz GLE Class GLE 450 4Matic,2022,4 Tỷ 239 Triệu,Nhập khẩu,SUV,23 Km,Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-450-4matic-2022-5291483
Audi A4 1.8 TFSI,2014,445 Triệu,Nhập khẩu,Sedan,"110,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-audi-a4-1.8-tfsi-2014-5624140
Mercedes Benz GLK Class GLK300 4Matic,2011,395 Triệu,Lắp ráp trong nước,SUV,"160,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glk_class-glk300-4matic-2011-5624170
Kia Sorento 2.4 GAT Deluxe,2019,585 Triệu,Lắp ráp trong nước,SUV,"72,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-kia-sorento-2.4-gat-deluxe-2019-5578420
Mercedes Benz S class S400L,2014,1 Tỷ 250 Triệu,Lắp ráp trong nước,Sedan,"71,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2014-5602317
Mercedes Benz GLC 200,2021,1 Tỷ 390 Triệu,Lắp ráp trong nước,SUV,"65,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-5638441
Toyota Camry 2.0E,2016,550 Triệu,Lắp ráp trong nước,Sedan,"75,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.0e-2016-5578362
Mercedes Benz GLC 300 4Matic,2017,1 Tỷ 99 Triệu,Lắp ráp trong nước,SUV,"68,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-5567163
Mercedes Benz GLC 300 4Matic,2018,1 Tỷ 199 Triệu,Lắp ráp trong nước,SUV,"48,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2018-5567114
Mercedes Benz GLC 300 4Matic,2017,1 Tỷ 80 Triệu,Lắp ráp trong nước,SUV,"50,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-5567187
Mercedes Benz GLC 200,2019,1 Tỷ 50 Triệu,Lắp ráp trong nước,SUV,"55,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-2019-5567553
Mercedes Benz GLC 200,2021,1 Tỷ 399 Triệu,Lắp ráp trong nước,SUV,"50,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-5596166
Mercedes Benz GLC 250 4Matic,2018,1 Tỷ 120 Triệu,Lắp ráp trong nước,SUV,"79,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2018-5567143
Mazda CX8 Premium AWD,2022,1 Tỷ 30 Triệu,Lắp ráp trong nước,SUV,0 Km,Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx8-premium-awd-2022-5640394
Hyundai SantaFe SLX,2010,440 Triệu,Nhập khẩu,SUV,"124,589 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-slx-2010-5640966
LandRover Range Rover Evoque Dynamic,2012,660 Triệu,Nhập khẩu,SUV,"58,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-landrover-range_rover_evoque-dynamic-2012-5640132
Ford Mondeo 2.5 AT,2005,109 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-ford-mondeo-2.5-at-2005-5563053
Ford EcoSport Titanium 1.5L AT,2016,365 Triệu,Lắp ráp trong nước,SUV,"86,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2016-5592567
Mazda 3 1.5L Luxury,2019,495 Triệu,Lắp ráp trong nước,Sedan,"60,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2019-5592762
Honda Accord 2.0 AT,2009,299 Triệu,Nhập khẩu,Sedan,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-honda-accord-2.0-at-2009-5563768
Toyota Fortuner 2.4G 4x2 MT,2018,760 Triệu,Nhập khẩu,SUV,"100,000 Km",Dầu  2.4 L,Số tay,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2018-5640959
Ford EcoSport Titanium 1.5L AT,2015,325 Triệu,Lắp ráp trong nước,SUV,"86,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2015-5640961
Mazda CX5 2.0 Premium,2020,745 Triệu,Lắp ráp trong nước,SUV,"51,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-premium-2020-5621553
MG ZS Standard 1.5 AT 2WD,2023,475 Triệu,Nhập khẩu,Crossover,"5,600 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mg-zs-standard-1.5-at-2wd-2023-5593403
Hyundai Creta Cao cấp 1.5 AT,2022,663 Triệu,Nhập khẩu,Crossover,"25,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-hyundai-creta-cao-cap-1.5-at-2022-5585571
Peugeot 5008 1.6 AT,2018,720 Triệu,Lắp ráp trong nước,SUV,"58,000 Km",Xăng  1.6 L,Số tự động,https://bonbanh.com/xe-peugeot-5008-1.6-at-2018-5640954
MG ZS Luxury 1.5 AT 2WD,2023,533 Triệu,Nhập khẩu,Crossover,"13,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mg-zs-luxury-1.5-at-2wd-2023-5610896
VinFast VF8 Eco,2022,780 Triệu,Lắp ráp trong nước,SUV,"33,000 Km",Điện  0.2 L,Số tự động,https://bonbanh.com/xe-vinfast-vf8-eco-2022-5637370
MG 5 Luxury 1.5 AT,2022,465 Triệu,Nhập khẩu,Sedan,"25,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2022-5625150
Mitsubishi Triton 4x2 AT,2018,445 Triệu,Nhập khẩu,Bán tải / Pickup,"71,000 Km",Dầu  2.5 L,Số tự động,https://bonbanh.com/xe-mitsubishi-triton-4x2-at-2018-5640951
Mercedes Benz E class E200 Exclusive,2022,1 Tỷ 919 Triệu,Lắp ráp trong nước,Sedan,"15,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-5509671
Lexus RX 300,2021,2 Tỷ 929 Triệu,Nhập khẩu,SUV,"28,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-lexus-rx-300-2021-5382735
RAM 1500 Longhorn 5.7L 4x4 AT,2023,6 Tỷ 88 Triệu,Nhập khẩu,Bán tải / Pickup,"1,000 Km",Xăng  5.7 L,Số tự động,https://bonbanh.com/xe-ram-1500-longhorn-5.7l-4x4-at-2023-5515196
VinFast Lux SA 2.0 2.0 AT,2021,734 Triệu,Lắp ráp trong nước,SUV,"46,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-vinfast-lux_sa_2.0-2.0-at-2021-5565162
Mercedes Benz E class E200 Exclusive,2022,1 Tỷ 899 Triệu,Lắp ráp trong nước,Sedan,"18,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-5638888
Mercedes Benz C class C300 AMG,2019,1 Tỷ 139 Triệu,Lắp ráp trong nước,Sedan,"39,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2019-5469576
Mercedes Benz C class C200 Avantgarde,2022,1 Tỷ 399 Triệu,Lắp ráp trong nước,Sedan,"5,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2022-4579530
Mercedes Benz E class E250,2018,1 Tỷ 199 Triệu,Lắp ráp trong nước,Sedan,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2018-5630455
Mercedes Benz GLS 450 4Matic,2022,4 Tỷ 550 Triệu,Nhập khẩu,SUV,"26,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-5630001
Peugeot 2008 GT Line 1.2 AT,2022,695 Triệu,Lắp ráp trong nước,Crossover,"12,000 Km",Xăng  1.2 L,Số tự động,https://bonbanh.com/xe-peugeot-2008-gt-line-1.2-at-2022-5525049
VinFast Lux SA 2.0 Premium 2.0 AT,2020,799 Triệu,Lắp ráp trong nước,SUV,"58,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-vinfast-lux_sa_2.0-premium-2.0-at-2020-5611289
Mercedes Benz S class S450L Luxury,2019,2 Tỷ 699 Triệu,Lắp ráp trong nước,Sedan,"64,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-luxury-2019-5615842
Honda City 1.5 AT,2015,325 Triệu,Lắp ráp trong nước,Sedan,"8,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-honda-city-1.5-at-2015-5640945
Mercedes Benz E class E300 AMG,2021,2 Tỷ 179 Triệu,Lắp ráp trong nước,Sedan,"16,900 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2021-5575392
Mazda CX5 2.0 Luxury,2020,705 Triệu,Lắp ráp trong nước,SUV,"60,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.0-luxury-2020-5640944
Mazda CX5 Premium Exclusive 2.0 AT,2023,919 Triệu,Lắp ráp trong nước,SUV,"8,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-premium-exclusive-2.0-at-2023-5555708
Hyundai Tucson 2.0 AT Tiêu chuẩn,2021,799 Triệu,Lắp ráp trong nước,Crossover,"7,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2021-5545922
Toyota Fortuner TRD Sportivo 4x4 AT,2015,520 Triệu,Lắp ráp trong nước,SUV,"101,586 Km",Xăng  2.7 L,Số tự động,https://bonbanh.com/xe-toyota-fortuner-trd-sportivo-4x4-at-2015-5620833
Mercedes Benz GLC 300 4Matic,2017,1 Tỷ 159 Triệu,Lắp ráp trong nước,SUV,"32,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-5608905
Audi A4 1.8 TFSI,2013,535 Triệu,Nhập khẩu,Sedan,"51,000 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-audi-a4-1.8-tfsi-2013-5593949
Hyundai i20 1.4 AT,2010,223 Triệu,Nhập khẩu,Hatchback,0 Km,Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-hyundai-i20-1.4-at-2010-5628210
LandRover Discovery SE,2017,1 Tỷ 789 Triệu,Nhập khẩu,SUV,"68,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-landrover-discovery-se-2017-5514552
Mercedes Benz E class E200,2019,1 Tỷ 179 Triệu,Lắp ráp trong nước,Sedan,"80,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2019-5635911
VinFast Lux A 2.0 Tiêu chuẩn,2022,609 Triệu,Lắp ráp trong nước,Sedan,"36,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-vinfast-lux_a_2.0-tieu-chuan-2022-5615863
VinFast VF9 Plus,2023,1 Tỷ 259 Triệu,Lắp ráp trong nước,SUV,"17,000 Km",Điện  0.2 L,Số tự động,https://bonbanh.com/xe-vinfast-vf9-plus-2023-5608953
Mercedes Benz CLA class CLA 250 4Matic,2015,678 Triệu,Nhập khẩu,Sedan,"72,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-cla_class-cla-250-4matic-2015-5635381
Mercedes Benz GLC 200 4Matic,2021,1 Tỷ 490 Triệu,Lắp ráp trong nước,SUV,"82,059 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-5593912
BMW 5 Series 520i,2012,535 Triệu,Nhập khẩu,Sedan,"80,450 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-bmw-5_series-520i-2012-5604295
Mercedes Benz S class S400L,2015,1 Tỷ 299 Triệu,Lắp ráp trong nước,Sedan,"73,600 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2015-5632143
Toyota Camry 2.0E,2017,679 Triệu,Lắp ráp trong nước,Sedan,"51,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-toyota-camry-2.0e-2017-5437589
Lexus IS 350,2007,559 Triệu,Nhập khẩu,Sedan,"90,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-is-350-2007-5509915
Mercedes Benz C class C300 AMG,2019,1 Tỷ 189 Triệu,Lắp ráp trong nước,Sedan,"41,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2019-5513529
Mini Cooper 3Dr,2017,979 Triệu,Nhập khẩu,Coupe,"46,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mini-cooper-3dr-2017-5526758
Mercedes Benz GLS 450 4Matic,2022,4 Tỷ 659 Triệu,Nhập khẩu,SUV,"3,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-5640559
Nissan Terra E 2.5 AT 2WD,2018,650 Triệu,Nhập khẩu,SUV,"56,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-nissan-terra-e-2.5-at-2wd-2018-5640938
VinFast Fadil 1.4 AT,2019,288 Triệu,Lắp ráp trong nước,Hatchback,"59,000 Km",Xăng  1.4 L,Số tự động,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2019-5639972
Lexus RX 350,2017,2 Tỷ 330 Triệu,Nhập khẩu,SUV,"64,000 Km",Xăng  3.5 L,Số tự động,https://bonbanh.com/xe-lexus-rx-350-2017-5636684
Ford EcoSport Titanium 1.0 EcoBoost,2018,407 Triệu,Lắp ráp trong nước,SUV,"68,000 Km",Xăng  1.0 L,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.0-ecoboost-2018-5553867
Mercedes Benz GLK Class GLK300 4Matic,2010,389 Triệu,Lắp ráp trong nước,SUV,"100,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glk_class-glk300-4matic-2010-5640931
Mazda 3 1.5 AT,2017,398 Triệu,Lắp ráp trong nước,Hatchback,"86,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5-at-2017-5634738
Toyota Vios 1.5E CVT,2020,407 Triệu,Lắp ráp trong nước,Sedan,"68,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5e-cvt-2020-5635665
VinFast VF9 Plus,2023,1 Tỷ 259 Triệu,Lắp ráp trong nước,SUV,"20,000 Km",Điện  0.2 L,Số tự động,https://bonbanh.com/xe-vinfast-vf9-plus-2023-5607700
Ford EcoSport Titanium 1.5L AT,2017,359 Triệu,Lắp ráp trong nước,SUV,"76,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2017-5640432
Volvo S90 T5 Inscription,2017,1 Tỷ 299 Triệu,Nhập khẩu,Sedan,"112,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-volvo-s90-t5-inscription-2017-5607713
Toyota Fortuner 2.4G 4x2 MT,2020,889 Triệu,Lắp ráp trong nước,SUV,"39,000 Km",Dầu  2.4 L,Số tay,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2020-5636232
Toyota Wigo 1.2G AT,2018,279 Triệu,Nhập khẩu,Hatchback,"52,000 Km",Xăng  1.2 L,Số tự động,https://bonbanh.com/xe-toyota-wigo-1.2g-at-2018-5640506
Audi A4 40 TFSI Advanced,2022,1 Tỷ 436 Triệu,Nhập khẩu,Sedan,"16,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-audi-a4-40-tfsi-advanced-2022-5636251
Mazda 3 2.0L Sport Signature Premium,2021,645 Triệu,Lắp ráp trong nước,Hatchback,"51,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-3-2.0l-sport-signature-premium-2021-5640930
Mazda CX5 2.5 AT 2WD,2018,645 Triệu,Lắp ráp trong nước,SUV,"78,888 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5640927
Toyota Fortuner 2.4G 4x2 AT,2020,938 Triệu,Lắp ráp trong nước,SUV,"38,000 Km",Dầu  2.4 L,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2020-5640926
Mazda 3 1.5L Luxury,2022,595 Triệu,Lắp ráp trong nước,Sedan,"16,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-5561089
Peugeot 2008 Active 1.2 AT,2022,630 Triệu,Lắp ráp trong nước,Crossover,"42,000 Km",Xăng  1.2 L,Số tự động,https://bonbanh.com/xe-peugeot-2008-active-1.2-at-2022-5638555
Mercedes Benz GLS 450 4Matic,2022,4 Tỷ 599 Triệu,Nhập khẩu,SUV,"34,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-5611797
Porsche Panamera 4 Executive,2021,5 Tỷ 999 Triệu,Nhập khẩu,Sedan,"3,800 Km",Xăng  2.9 L,Số tự động,https://bonbanh.com/xe-porsche-panamera-4-executive-2021-5639422
Toyota Vios 1.5G,2018,395 Triệu,Lắp ráp trong nước,Sedan,"65,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2018-5638706
Mazda 3 1.5L Luxury,2019,495 Triệu,Lắp ráp trong nước,Sedan,"60,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2019-5580546
Toyota Corolla Cross 1.8V,2022,799 Triệu,Nhập khẩu,SUV,"17,350 Km",Xăng  1.8 L,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-5579576
Hyundai SantaFe Cao cấp 2.5L HTRAC,2021,999 Triệu,Lắp ráp trong nước,SUV,"60,000 Km",Xăng  2.5 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2021-5571703
Mercedes Benz C class C300 AMG,2012,398 Triệu,Lắp ráp trong nước,Sedan,"129,000 Km",Xăng  3.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2012-5640921
Audi A4 2.0 TFSI,2016,720 Triệu,Nhập khẩu,Sedan,0 Km,Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-audi-a4-2.0-tfsi-2016-5640925
Mazda CX5 Premium 2.0 AT,2021,775 Triệu,Lắp ráp trong nước,SUV,"19,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2021-5632551
Mazda 3 1.5L Luxury,2022,589 Triệu,Lắp ráp trong nước,Sedan,"12,000 Km",Xăng  1.5 L,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2022-5633534
Toyota Innova 2.0E,2014,305 Triệu,Lắp ráp trong nước,Crossover,220 Km,Xăng  2.0 L,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2014-5640904
Hyundai SantaFe 2.4L 4WD,2018,735 Triệu,Lắp ráp trong nước,SUV,"79,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-hyundai-santafe-2.4l-4wd-2018-5618606
Hyundai Tucson 2.0 ATH,2020,699 Triệu,Lắp ráp trong nước,Crossover,"46,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-ath-2020-5634838
Kia Sorento GATH,2016,515 Triệu,Lắp ráp trong nước,SUV,"79,000 Km",Xăng  2.4 L,Số tự động,https://bonbanh.com/xe-kia-sorento-gath-2016-5640920
VinFast Lux A 2.0 2.0 AT,2021,575 Triệu,Lắp ráp trong nước,Sedan,"38,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-5575674
Ford Everest Titanium 2.0L 4x2 AT,2021,920 Triệu,Nhập khẩu,SUV,"35,000 Km",Dầu  2.0 L,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2021-5622039
Mercedes Benz GLC 300 4Matic,2017,1 Tỷ 55 Triệu,Lắp ráp trong nước,SUV,"78,000 Km",Xăng  2.0 L,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-5595951
