year,price,assemble_place,series,km,transmission,brand,model,engine_type_Dầu,engine_type_Hybrid,engine_type_Xăng,engine_type_Điện
2005,199000000.0,0,1311185155.3045583,100000,0,894757575.7575758,165178004.220143,False,False,True,False
2005,55000000.0,1,869486499.8761456,180000,0,598582076.3087844,74077697.89936234,False,False,True,False
2020,2680000000.0,1,670343532.6842837,16772,1,1661792649.5185814,963577114.0299644,False,False,True,False
2019,510000000.0,0,585967971.5302491,65000,1,619890078.5153462,528324582.787732,False,False,True,False
2019,575000000.0,1,670343532.6842837,78000,1,746060164.083865,576335686.0805235,True,False,False,False
2017,725000000.0,1,1311185155.3045583,210000,0,894757575.7575758,764636120.2461641,True,False,False,False
2021,765000000.0,0,585967971.5302491,15000,1,779925386.934662,748933914.093805,False,False,True,False
2019,1160000000.0,0,869486499.8761456,13000,1,1638801954.3973942,1242151893.8641334,False,False,True,False
2018,455000000.0,1,670343532.6842837,70000,1,320756919.09090835,473581365.0156244,True,False,False,False
2014,1490000000.0,1,1311185155.3045583,131000,1,3343025086.127608,1798479348.0005045,False,False,True,False
2022,1305000000.0,0,1050158823.5294118,36000,1,598582076.3087844,1332707854.9632409,True,False,False,False
2022,510000000.0,1,1311185155.3045583,33000,1,894757575.7575758,514329548.1061595,False,False,True,False
2017,390000000.0,0,1311185155.3045583,80000,1,746060164.083865,406012078.4875256,False,False,True,False
2019,1379000000.0,0,1311185155.3045583,41834,1,1638801954.3973942,1484442236.1364818,False,False,True,False
2020,928000000.0,1,1311185155.3045583,46000,1,746060164.083865,1063181256.9806935,True,False,False,False
2020,928000000.0,1,1311185155.3045583,46000,1,746060164.083865,1063181256.9806935,True,False,False,False
2019,500000000.0,0,585967971.5302491,96000,0,894757575.7575758,435091311.9425349,False,False,True,False
2021,765000000.0,0,585967971.5302491,45000,1,619890078.5153462,783772647.5202554,False,False,True,False
2022,515000000.0,0,869486499.8761456,13000,1,894757575.7575758,510354300.38601553,False,False,True,False
2019,345000000.0,0,869486499.8761456,88000,0,894757575.7575758,357017798.37443525,False,False,True,False
2020,730000000.0,0,585967971.5302491,63000,1,619890078.5153462,691834334.8763967,False,False,True,False
2019,688000000.0,0,1311185155.3045583,61000,1,615941062.8019323,643225259.107932,False,False,True,False
2015,645000000.0,0,1311185155.3045583,10000,1,619890078.5153462,607018843.4550009,True,False,False,False
2019,585000000.0,0,869486499.8761456,100000,1,587584821.4285715,625247962.9444505,False,False,True,False
2020,1978000000.0,1,1311185155.3045583,28000,1,1638801954.3973942,2002751523.553654,False,False,True,False
2022,1225000000.0,1,1311185155.3045583,50000,1,746060164.083865,1063181256.9806935,True,False,False,False
2019,2520000000.0,1,1311185155.3045583,30000,1,2491556000.0,2707889437.0224853,False,False,True,False
2021,959000000.0,0,1311185155.3045583,29000,1,619890078.5153462,1107878838.2689896,True,False,False,False
2014,1190000000.0,0,869486499.8761456,77232,1,1638801954.3973942,1355122864.6117113,False,False,True,False
2021,489000000.0,1,1311185155.3045583,46000,1,388085643.9861512,513003546.02283674,False,False,True,False
2023,3999000000.0,1,1311185155.3045583,4800,1,1638801954.3973942,2865299590.843837,False,False,True,False
2019,1199000000.0,0,1311185155.3045583,56000,1,1638801954.3973942,1484442236.1364818,False,False,True,False
2014,1250000000.0,1,1311185155.3045583,55000,1,2491556000.0,1053523152.7724817,False,False,True,False
2021,2650000000.0,1,1311185155.3045583,39000,1,894757575.7575758,2114732919.3964825,False,False,True,False
2022,610000000.0,0,869486499.8761456,18000,1,615941062.8019323,573440652.796361,False,False,True,False
2013,670000000.0,0,869486499.8761456,92000,1,1638801954.3973942,963577114.0299644,False,False,True,False
2019,490000000.0,1,1311185155.3045583,68000,1,517867850.09861934,524681554.71759623,False,False,True,False
2018,422000000.0,0,869486499.8761456,62000,1,894757575.7575758,409803820.3442617,False,False,True,False
2018,555000000.0,0,1311185155.3045583,49000,1,460170579.7411802,963577114.0299644,False,False,True,False
2017,568000000.0,0,1311185155.3045583,68000,1,615941062.8019323,640044855.260039,False,False,True,False
2022,1100000000.0,0,1311185155.3045583,27000,1,619890078.5153462,1085598240.559433,False,False,True,False
2018,385000000.0,0,1311185155.3045583,90000,1,746060164.083865,385000000.0,False,False,True,False
2022,528000000.0,0,869486499.8761456,34200,1,894757575.7575758,510354300.38601553,False,False,True,False
2019,1159000000.0,0,869486499.8761456,60000,1,1638801954.3973942,974736262.0310162,False,False,True,False
2016,422000000.0,1,670343532.6842837,120000,1,746060164.083865,512100879.4694939,True,False,False,False
2007,370000000.0,1,365127604.1666667,84000,1,1061786662.3768337,370000000.0,False,False,True,False
2018,539000000.0,0,869486499.8761456,61000,1,894757575.7575758,502335162.32890004,False,False,True,False
2015,2650000000.0,1,1311185155.3045583,67000,1,2738120992.5405693,2029514900.0382524,False,False,True,False
2020,928000000.0,0,1311185155.3045583,65000,1,619890078.5153462,915480443.3113263,True,False,False,False
2016,555000000.0,0,1311185155.3045583,65000,1,597649694.5010183,540851762.746607,False,False,True,False
2023,522000000.0,0,1311185155.3045583,23000,0,517867850.09861934,468456216.95980304,False,False,True,False
2016,1699000000.0,1,1311185155.3045583,120000,1,1638801954.3973942,963577114.0299644,True,False,False,False
2022,2950000000.0,1,1311185155.3045583,20000,1,894757575.7575758,2114732919.3964825,False,False,True,False
2014,1039000000.0,1,1311185155.3045583,72000,1,894757575.7575758,1088804902.9503026,False,False,True,False
2019,879000000.0,1,670343532.6842837,60000,1,746060164.083865,985414807.9709796,True,False,False,False
2009,339000000.0,1,869486499.8761456,60000,1,894757575.7575758,594353166.0343503,False,False,True,False
2021,639000000.0,0,365127604.1666667,45000,1,615941062.8019323,649080419.7489427,False,False,True,False
2017,435000000.0,1,670343532.6842837,89000,1,615941062.8019323,416199366.3038998,True,False,False,False
2016,399000000.0,0,585967971.5302491,82000,0,894757575.7575758,435091311.9425349,False,False,True,False
2022,955000000.0,0,1311185155.3045583,17000,1,619890078.5153462,954384873.0412625,False,False,True,False
2013,299000000.0,0,869486499.8761456,140000,1,615941062.8019323,329341465.2408571,False,False,True,False
2021,610000000.0,1,1311185155.3045583,11000,1,517867850.09861934,614366010.2256353,False,False,True,False
2020,515000000.0,1,1311185155.3045583,48000,1,517867850.09861934,524681554.71759623,False,False,True,False
2015,2490000000.0,1,1311185155.3045583,50000,1,2491556000.0,1799511895.1720715,False,False,True,False
2015,689000000.0,0,869486499.8761456,80000,1,1638801954.3973942,683882479.7113272,False,False,True,False
2014,460000000.0,0,1311185155.3045583,110000,1,894757575.7575758,570836243.7459778,False,False,True,False
2019,780000000.0,0,502031663.7459314,8000,0,1061786662.3768337,963577114.0299644,True,False,False,False
2016,655000000.0,1,869486499.8761456,80000,1,1437003831.402568,579594511.8914381,False,False,True,False
2020,1635000000.0,0,1311185155.3045583,50000,1,1638801954.3973942,1484442236.1364818,False,False,True,False
2018,425000000.0,0,1311185155.3045583,70000,1,746060164.083865,406012078.4875256,False,False,True,False
2014,1080000000.0,1,1311185155.3045583,84000,1,894757575.7575758,1088804902.9503026,False,False,True,False
2022,599000000.0,0,585967971.5302491,21000,1,598582076.3087844,592598441.2112626,False,False,True,False
2015,335000000.0,1,365127604.1666667,91000,1,619890078.5153462,432717557.02599126,False,False,True,False
2019,1379000000.0,0,1311185155.3045583,41834,1,1638801954.3973942,1484442236.1364818,False,False,True,False
2020,738000000.0,0,1311185155.3045583,50000,1,615941062.8019323,758825762.3608018,False,False,True,False
2022,737000000.0,0,1311185155.3045583,17000,1,615941062.8019323,732258051.0209339,False,False,True,False
2023,525000000.0,0,869486499.8761456,7300,1,619890078.5153462,479581662.68084586,False,False,True,False
2017,450000000.0,1,670343532.6842837,120000,1,517867850.09861934,521400522.01924723,True,False,False,False
2019,3830000000.0,1,1311185155.3045583,121000,1,894757575.7575758,3926736650.3005915,False,False,True,False
2019,510000000.0,0,869486499.8761456,46000,1,615941062.8019323,573440652.796361,False,False,True,False
2018,1188000000.0,1,1311185155.3045583,65000,1,746060164.083865,1281846408.7028968,False,False,True,False
2023,1309000000.0,1,869486499.8761456,13700,1,894757575.7575758,898592279.271724,False,False,True,False
2019,688000000.0,0,1311185155.3045583,68000,1,615941062.8019323,640044855.260039,False,False,True,False
2020,569000000.0,0,869486499.8761456,33000,1,619890078.5153462,529575293.65570086,False,False,True,False
2019,829000000.0,1,1311185155.3045583,56000,1,894757575.7575758,671565584.6698112,False,False,True,False
2022,4600000000.0,1,1311185155.3045583,18000,1,1638801954.3973942,4230017700.497753,False,False,True,False
2022,601000000.0,0,869486499.8761456,9000,1,615941062.8019323,573440652.796361,False,False,True,False
2019,829000000.0,1,1311185155.3045583,50000,1,894757575.7575758,671565584.6698112,False,False,True,False
2019,329000000.0,0,365127604.1666667,50000,1,619890078.5153462,329309165.51239985,False,False,True,False
2017,765000000.0,1,1311185155.3045583,65000,1,894757575.7575758,570836243.7459778,False,False,True,False
2022,2350000000.0,1,869486499.8761456,30000,1,2491556000.0,2325995221.432347,False,False,True,False
2008,630000000.0,1,869486499.8761456,85000,1,2491556000.0,1147318964.8648403,False,False,True,False
2016,485000000.0,0,869486499.8761456,44000,1,894757575.7575758,502335162.32890004,False,False,True,False
2022,775000000.0,0,670343532.6842837,14000,1,746060164.083865,765148393.5613514,True,False,False,False
2023,4539000000.0,1,869486499.8761456,19000,1,1437003831.402568,4539000000.0,False,False,True,False
2020,899000000.0,0,869486499.8761456,65000,1,1638801954.3973942,897049136.5301068,False,False,True,False
2022,640000000.0,1,1311185155.3045583,16000,1,517867850.09861934,614366010.2256353,False,False,True,False
2013,488000000.0,0,1311185155.3045583,175000,0,894757575.7575758,530110504.72825307,True,False,False,False
2015,385000000.0,1,670343532.6842837,90000,1,746060164.083865,512100879.4694939,True,False,False,False
2015,630000000.0,0,869486499.8761456,90000,1,1638801954.3973942,779097590.4912952,False,False,True,False
2017,1780000000.0,1,1311185155.3045583,97000,1,894757575.7575758,2114732919.3964825,False,False,True,False
2020,895000000.0,1,1311185155.3045583,82500,1,746060164.083865,1063181256.9806935,True,False,False,False
2022,2230000000.0,0,869486499.8761456,9000,1,1638801954.3973942,1786508775.0643256,False,False,True,False
2018,498000000.0,1,670343532.6842837,130000,1,460170579.7411802,508015410.22532976,True,False,False,False
2021,474000000.0,0,869486499.8761456,61000,1,597649694.5010183,498870260.18426895,False,False,True,False
2022,795000000.0,0,1311185155.3045583,40000,1,615941062.8019323,806326894.6341593,False,False,True,False
2018,760000000.0,0,869486499.8761456,90000,1,894757575.7575758,898592279.271724,False,False,True,False
2018,560000000.0,0,1311185155.3045583,70000,1,598582076.3087844,551136530.8391392,False,False,True,False
2019,485000000.0,0,365127604.1666667,48000,1,615941062.8019323,523338648.8997659,False,False,True,False
2021,848000000.0,1,670343532.6842837,39000,1,894757575.7575758,861430952.6127799,True,False,False,False
2022,1939000000.0,1,869486499.8761456,15000,1,1638801954.3973942,1242151893.8641334,False,False,True,False
2022,565000000.0,0,869486499.8761456,28000,1,615941062.8019323,551323304.9033501,False,False,True,False
2018,720000000.0,1,1311185155.3045583,36000,1,597649694.5010183,783338613.7807348,False,False,True,False
2014,1010000000.0,1,1311185155.3045583,150000,1,894757575.7575758,1088804902.9503026,False,False,True,False
2022,780000000.0,1,1311185155.3045583,40000,1,894757575.7575758,771121558.4235364,False,False,True,False
2007,550000000.0,1,869486499.8761456,78999,1,2491556000.0,985530579.4266427,False,False,True,False
2018,675000000.0,0,869486499.8761456,68000,1,894757575.7575758,594353166.0343503,False,False,True,False
2017,615000000.0,1,670343532.6842837,68000,1,746060164.083865,560329434.904055,True,False,False,False
2020,935000000.0,0,1311185155.3045583,44000,1,619890078.5153462,915480443.3113263,True,False,False,False
2020,325000000.0,0,365127604.1666667,42000,1,598582076.3087844,326930368.4429901,False,False,True,False
2021,445000000.0,0,869486499.8761456,44000,1,619890078.5153462,432717557.02599126,False,False,True,False
2023,650000000.0,1,1311185155.3045583,3000,1,517867850.09861934,623787003.3684114,False,False,True,False
2022,2150000000.0,1,1050158823.5294118,20000,1,1638801954.3973942,1916336098.8360503,False,False,True,False
2015,1370000000.0,0,869486499.8761456,80000,1,1638801954.3973942,1355122864.6117113,False,False,True,False
2014,599000000.0,1,869486499.8761456,100000,1,1437003831.402568,609463496.3713326,False,False,True,False
2022,635000000.0,0,670343532.6842837,32000,1,746060164.083865,512100879.4694939,True,False,False,False
2016,665000000.0,0,1311185155.3045583,100000,1,619890078.5153462,755546131.6869215,True,False,False,False
2017,520000000.0,1,670343532.6842837,93000,1,746060164.083865,429125823.0748669,True,False,False,False
2022,1099000000.0,0,1050158823.5294118,31000,1,598582076.3087844,1111250079.7191255,True,False,False,False
2015,710000000.0,1,869486499.8761456,68000,1,1133343531.3888328,803283806.4745725,False,False,True,False
2020,585000000.0,0,869486499.8761456,42823,1,615941062.8019323,625269571.628735,False,False,True,False
2022,550000000.0,1,1311185155.3045583,40000,1,517867850.09861934,524681554.71759623,False,False,True,False
2021,325000000.0,0,365127604.1666667,80000,1,587584821.4285715,320068462.96604824,False,False,True,False
2023,699000000.0,1,585967971.5302491,6000,1,615941062.8019323,569426052.502767,False,False,True,False
2019,798000000.0,1,1311185155.3045583,51000,1,597649694.5010183,868534255.2222506,False,False,True,False
2019,575000000.0,1,670343532.6842837,78000,1,894757575.7575758,590814875.9331063,True,False,False,False
2018,285000000.0,1,365127604.1666667,54000,1,517867850.09861934,307206961.7000664,False,False,True,False
2022,445000000.0,0,869486499.8761456,18000,1,619890078.5153462,432717557.02599126,False,False,True,False
2021,870000000.0,1,670343532.6842837,70000,1,894757575.7575758,861430952.6127799,True,False,False,False
2022,415000000.0,1,869486499.8761456,40000,1,615941062.8019323,383071740.77113277,False,False,True,False
2019,2120000000.0,1,1311185155.3045583,60666,1,894757575.7575758,2114732919.3964825,False,False,True,False
2020,659000000.0,0,1311185155.3045583,49000,1,517867850.09861934,645184101.6394209,False,False,True,False
2021,2450000000.0,1,1311185155.3045583,43000,1,894757575.7575758,2114732919.3964825,False,False,True,False
2019,619000000.0,0,585967971.5302491,56000,1,894757575.7575758,506619535.2776215,False,False,True,False
2019,1160000000.0,0,869486499.8761456,19000,1,1638801954.3973942,1242151893.8641334,False,False,True,False
2018,1099000000.0,0,1311185155.3045583,100000,1,1638801954.3973942,1070557349.0359056,False,False,True,False
2015,578000000.0,0,1311185155.3045583,87000,1,619890078.5153462,698336019.3764288,False,False,True,False
2022,3680000000.0,1,1311185155.3045583,40000,1,2491556000.0,3485804174.520076,False,False,True,False
2022,3650000000.0,1,1958786274.283173,12000,1,3343025086.127608,3355072302.2073145,False,False,True,False
2014,1590000000.0,1,1311185155.3045583,70000,1,3343025086.127608,1173328632.8297005,False,False,True,False
2016,399000000.0,1,365127604.1666667,80000,1,894757575.7575758,457004953.92006403,False,False,True,False
2018,1190000000.0,0,869486499.8761456,65000,1,1638801954.3973942,870035934.0186431,False,False,True,False
2018,765000000.0,0,1050158823.5294118,95000,1,598582076.3087844,747779061.2538205,True,False,False,False
2021,535000000.0,1,1311185155.3045583,53000,1,517867850.09861934,524681554.71759623,False,False,True,False
2015,1599000000.0,1,869486499.8761456,80000,1,1437003831.402568,1494404412.0725899,False,False,True,False
2020,318000000.0,0,365127604.1666667,26000,1,587584821.4285715,320068462.96604824,False,False,True,False
2020,1220000000.0,0,869486499.8761456,19000,1,1638801954.3973942,1136734283.1347647,False,False,True,False
2021,2590000000.0,1,1050158823.5294118,27000,1,1638801954.3973942,2377987972.5860415,False,False,True,False
2021,960000000.0,0,1311185155.3045583,40000,1,619890078.5153462,963875505.9249393,True,False,False,False
2022,730000000.0,1,670343532.6842837,38000,1,517867850.09861934,725014247.0330513,True,False,False,False
2021,985000000.0,0,1311185155.3045583,50000,1,619890078.5153462,1107878838.2689896,True,False,False,False
2016,335000000.0,1,869486499.8761456,85000,1,598582076.3087844,328763363.29435927,False,False,True,False
2019,625000000.0,0,585967971.5302491,81000,1,894757575.7575758,613545872.0725994,False,False,True,False
2022,390000000.0,0,869486499.8761456,40000,1,598582076.3087844,377016633.68284667,False,False,True,False
2020,888000000.0,0,1311185155.3045583,56000,1,619890078.5153462,858479609.7302407,False,False,True,False
2021,555000000.0,0,869486499.8761456,16000,1,598582076.3087844,534751271.4860273,False,False,True,False
2023,638000000.0,0,869486499.8761456,20000,1,619890078.5153462,603236963.0403187,False,False,True,False
2022,818000000.0,0,1311185155.3045583,28000,1,615941062.8019323,806326894.6341593,False,False,True,False
2011,335000000.0,0,869486499.8761456,120000,1,1638801954.3973942,779097590.4912952,False,False,True,False
2016,955000000.0,0,1311185155.3045583,82000,1,1638801954.3973942,1484442236.1364818,False,False,True,False
2022,1030000000.0,0,1311185155.3045583,20000,1,615941062.8019323,951717475.71426,False,False,True,False
2023,885000000.0,0,670343532.6842837,7000,1,746060164.083865,765148393.5613514,True,False,False,False
2019,399000000.0,0,869486499.8761456,60000,1,619890078.5153462,432717557.02599126,False,False,True,False
2021,1580000000.0,0,1311185155.3045583,41834,1,1638801954.3973942,1685044019.7860174,False,False,True,False
2021,465000000.0,1,1311185155.3045583,30000,0,517867850.09861934,468456216.95980304,False,False,True,False
2019,1590000000.0,0,869486499.8761456,47000,1,1638801954.3973942,1681239757.7729352,False,False,True,False
2020,2760000000.0,1,1311185155.3045583,48000,1,2491556000.0,2707889437.0224853,False,False,True,False
2023,589000000.0,0,585967971.5302491,2300,1,598582076.3087844,592598441.2112626,False,False,True,False
2022,535000000.0,0,869486499.8761456,20000,1,598582076.3087844,568880794.1019777,False,False,True,False
2017,735000000.0,0,1050158823.5294118,79000,1,598582076.3087844,747779061.2538205,True,False,False,False
2020,965000000.0,1,670343532.6842837,38000,1,746060164.083865,985414807.9709796,True,False,False,False
2023,910000000.0,0,670343532.6842837,16000,1,746060164.083865,765148393.5613514,True,False,False,False
2016,398000000.0,0,869486499.8761456,70000,1,598582076.3087844,416371194.4815837,False,False,True,False
2022,1030000000.0,0,1311185155.3045583,20000,1,615941062.8019323,951717475.71426,False,False,True,False
2022,1560000000.0,0,869486499.8761456,8000,1,1638801954.3973942,1564757529.7909257,False,False,True,False
2020,738000000.0,0,585967971.5302491,50000,1,619890078.5153462,691834334.8763967,False,False,True,False
2018,1140000000.0,0,1311185155.3045583,79000,1,1638801954.3973942,1070557349.0359056,False,False,True,False
2017,2099000000.0,0,869486499.8761456,60000,1,1638801954.3973942,2276775286.8758144,False,False,True,False
2022,780000000.0,1,869486499.8761456,41000,1,597649694.5010183,760990101.8696259,False,False,True,False
2023,635000000.0,0,869486499.8761456,4875,1,619890078.5153462,603236963.0403187,False,False,True,False
2016,480000000.0,0,585967971.5302491,142000,1,894757575.7575758,551641157.3260329,False,False,True,False
2004,118000000.0,0,869486499.8761456,120000,0,746060164.083865,131831013.05298576,False,False,True,False
2020,535000000.0,0,585967971.5302491,28000,1,619890078.5153462,528324582.787732,False,False,True,False
2011,245000000.0,0,585967971.5302491,11000,1,598582076.3087844,262724762.5280362,False,False,True,False
2019,689000000.0,1,1311185155.3045583,90000,1,460170579.7411802,694855050.9308034,False,False,True,False
2018,735000000.0,0,1311185155.3045583,110000,1,619890078.5153462,698336019.3764288,False,False,True,False
2021,1858000000.0,0,1311185155.3045583,45052,1,1638801954.3973942,1484442236.1364818,False,False,True,False
2020,298000000.0,0,869486499.8761456,78000,0,460170579.7411802,963577114.0299644,False,False,True,False
2021,548000000.0,0,869486499.8761456,35000,1,615941062.8019323,551323304.9033501,False,False,True,False
2018,4599000000.0,1,1311185155.3045583,27000,1,3343025086.127608,1720272919.0931344,False,False,True,False
2020,535000000.0,1,1311185155.3045583,20000,1,517867850.09861934,524681554.71759623,False,False,True,False
2017,465000000.0,1,670343532.6842837,90000,1,746060164.083865,512100879.4694939,True,False,False,False
2018,690000000.0,1,1311185155.3045583,140000,1,517867850.09861934,696708623.7396823,False,False,True,False
2018,1299000000.0,0,869486499.8761456,48000,1,1638801954.3973942,1681239757.7729352,False,False,True,False
2019,635000000.0,0,1311185155.3045583,80000,1,517867850.09861934,643914175.6801698,False,False,True,False
2021,350000000.0,1,365127604.1666667,11000,1,894757575.7575758,354334860.9919033,False,False,True,False
2023,966000000.0,0,1050158823.5294118,4000,1,619890078.5153462,982375910.8105226,False,False,True,False
2017,620000000.0,1,670343532.6842837,80000,1,746060164.083865,560329434.904055,True,False,False,False
2023,515000000.0,0,869486499.8761456,19000,1,619890078.5153462,479581662.68084586,False,False,True,False
2021,879000000.0,1,869486499.8761456,65000,1,894757575.7575758,844894278.2198472,False,False,True,False
2023,650000000.0,0,585967971.5302491,22000,1,587584821.4285715,522285391.9639208,False,False,False,True
2022,895000000.0,0,1311185155.3045583,37000,1,615941062.8019323,868440398.333854,False,False,True,False
2018,395000000.0,0,1311185155.3045583,72000,1,746060164.083865,406012078.4875256,False,False,True,False
2019,489000000.0,0,869486499.8761456,46586,1,615941062.8019323,573440652.796361,False,False,True,False
2019,498000000.0,0,365127604.1666667,30000,1,615941062.8019323,523338648.8997659,False,False,True,False
2021,662000000.0,0,585967971.5302491,29000,1,779925386.934662,684473478.6666083,False,False,True,False
2012,391000000.0,1,1311185155.3045583,70000,1,1437003831.402568,388521494.6433482,False,False,True,False
2020,885000000.0,0,1050158823.5294118,75000,1,598582076.3087844,905948880.3221868,True,False,False,False
2018,388000000.0,0,869486499.8761456,80000,1,615941062.8019323,383071740.77113277,False,False,True,False
2010,105000000.0,0,365127604.1666667,135000,0,598582076.3087844,963577114.0299644,False,False,True,False
2020,930000000.0,0,1050158823.5294118,39000,1,598582076.3087844,905948880.3221868,True,False,False,False
2016,185000000.0,0,869486499.8761456,80000,0,320756919.09090835,186928825.33774418,False,False,True,False
2019,565000000.0,0,585967971.5302491,80000,1,619890078.5153462,546429793.9844512,False,False,True,False
2019,635000000.0,0,1311185155.3045583,68000,1,598582076.3087844,627177836.854428,False,False,True,False
2014,335000000.0,0,869486499.8761456,150000,0,894757575.7575758,269219198.57831603,False,False,True,False
2022,540000000.0,0,869486499.8761456,28000,1,597649694.5010183,519072971.7468746,False,False,True,False
2018,1059000000.0,0,869486499.8761456,50000,1,1638801954.3973942,974736262.0310162,False,False,True,False
2023,465000000.0,0,869486499.8761456,38000,1,619890078.5153462,432717557.02599126,False,False,True,False
2017,860000000.0,0,869486499.8761456,120000,1,1638801954.3973942,1242151893.8641334,False,False,True,False
2019,860000000.0,0,1311185155.3045583,82000,1,894757575.7575758,890616399.3395492,True,False,False,False
2023,4990000000.0,1,1958786274.283173,2000,1,3343025086.127608,3355072302.2073145,False,False,True,False
2022,475000000.0,1,869486499.8761456,40000,1,465474377.2197347,475310298.7039844,False,False,True,False
2022,820000000.0,1,1311185155.3045583,16000,1,894757575.7575758,771121558.4235364,False,False,True,False
2021,2330000000.0,1,1311185155.3045583,40000,1,894757575.7575758,2114732919.3964825,False,False,True,False
2022,579000000.0,1,1050158823.5294118,30102,1,619890078.5153462,572656810.014495,False,False,True,False
2020,550000000.0,1,1311185155.3045583,23000,1,517867850.09861934,614366010.2256353,False,False,True,False
2017,735000000.0,0,869486499.8761456,43000,1,1638801954.3973942,779097590.4912952,False,False,True,False
2016,535000000.0,1,1311185155.3045583,80000,1,1638801954.3973942,557933611.143775,False,False,True,False
2018,4899000000.0,1,1311185155.3045583,50000,1,1061786662.3768337,963577114.0299644,False,False,True,False
2020,888000000.0,0,1311185155.3045583,60000,1,619890078.5153462,858479609.7302407,False,False,True,False
2023,1465000000.0,1,1311185155.3045583,9000,1,746060164.083865,1397908141.852639,True,False,False,False
2020,605000000.0,1,869486499.8761456,64000,1,597649694.5010183,590413216.0681971,False,False,True,False
2018,1200000000.0,0,1311185155.3045583,60000,1,1638801954.3973942,1484442236.1364818,False,False,True,False
2023,875000000.0,1,585967971.5302491,7000,1,597649694.5010183,863773568.1178051,False,False,True,False
2019,509000000.0,0,869486499.8761456,40000,1,598582076.3087844,505900376.77528685,False,False,True,False
2020,699000000.0,0,1311185155.3045583,36000,1,615941062.8019323,691714149.237965,False,False,True,False
2020,859000000.0,0,1311185155.3045583,35000,1,619890078.5153462,858479609.7302407,False,False,True,False
2010,108000000.0,1,1050158823.5294118,12000,1,598582076.3087844,179303362.12856168,False,False,True,False
2020,2150000000.0,1,1311185155.3045583,50000,1,894757575.7575758,2114732919.3964825,False,False,True,False
2022,5155000000.0,1,1311185155.3045583,13000,1,894757575.7575758,4724187755.284127,False,False,True,False
2021,1969000000.0,0,869486499.8761456,26000,1,1638801954.3973942,1681239757.7729352,False,False,True,False
2021,780000000.0,0,585967971.5302491,50000,1,619890078.5153462,857248517.8860593,True,False,False,False
2020,690000000.0,1,670343532.6842837,50000,1,746060164.083865,765148393.5613514,True,False,False,False
2019,275000000.0,0,365127604.1666667,90000,0,619890078.5153462,286477222.2807273,False,False,True,False
2021,625000000.0,0,585967971.5302491,36000,1,598582076.3087844,634550031.0102328,False,False,True,False
2022,460000000.0,0,1311185155.3045583,20000,0,598582076.3087844,415878271.16155964,False,False,True,False
2021,1615000000.0,0,1311185155.3045583,32180,1,1638801954.3973942,1685044019.7860174,False,False,True,False
2022,1799000000.0,0,1311185155.3045583,7000,1,1638801954.3973942,1685044019.7860174,False,False,True,False
2021,2660000000.0,1,1311185155.3045583,30000,1,894757575.7575758,2114732919.3964825,False,False,True,False
2018,870000000.0,1,670343532.6842837,77000,1,746060164.083865,985414807.9709796,True,False,False,False
2020,3290000000.0,1,1958786274.283173,20000,1,3343025086.127608,3355072302.2073145,False,False,True,False
2021,2399000000.0,1,1311185155.3045583,43000,1,894757575.7575758,2114732919.3964825,False,False,True,False
2021,1245000000.0,0,1050158823.5294118,45000,1,598582076.3087844,1332707854.9632409,True,False,False,False
2022,599000000.0,0,869486499.8761456,60000,1,615941062.8019323,573440652.796361,False,False,True,False
2021,720000000.0,0,1311185155.3045583,24000,1,615941062.8019323,732258051.0209339,False,False,True,False
2020,968000000.0,1,869486499.8761456,34000,1,894757575.7575758,898592279.271724,False,False,True,False
2020,455000000.0,1,1311185155.3045583,60000,1,388085643.9861512,513003546.02283674,False,False,True,False
2021,548000000.0,1,670343532.6842837,38686,1,517867850.09861934,521400522.01924723,True,False,False,False
2016,465000000.0,1,1050158823.5294118,130000,0,1061786662.3768337,472561893.3495363,True,False,False,False
2017,445000000.0,0,585967971.5302491,90000,0,894757575.7575758,435091311.9425349,False,False,True,False
2016,1390000000.0,1,1311185155.3045583,56000,1,1133343531.3888328,1376237413.085408,False,False,True,False
2018,615000000.0,1,670343532.6842837,118000,1,746060164.083865,765148393.5613514,True,False,False,False
2015,1450000000.0,1,585967971.5302491,50000,1,1061786662.3768337,963577114.0299644,False,False,True,False
2022,580000000.0,0,585967971.5302491,10000,1,598582076.3087844,571786013.9434265,False,False,True,False
2019,819000000.0,0,1311185155.3045583,65000,1,894757575.7575758,834565453.9113224,False,False,True,False
2016,545000000.0,1,670343532.6842837,100000,1,746060164.083865,560329434.904055,True,False,False,False
2021,795000000.0,0,1311185155.3045583,58000,1,587584821.4285715,756489196.0481178,False,False,True,False
2019,455000000.0,0,1311185155.3045583,73000,1,746060164.083865,406012078.4875256,False,False,True,False
2021,1580000000.0,0,1311185155.3045583,19000,1,587584821.4285715,1527177734.8483014,False,False,True,False
2021,635000000.0,0,869486499.8761456,21000,1,587584821.4285715,613392378.2731079,False,False,True,False
2018,765000000.0,0,869486499.8761456,86000,1,894757575.7575758,898592279.271724,False,False,True,False
2018,455000000.0,1,670343532.6842837,75000,1,320756919.09090835,473581365.0156244,True,False,False,False
2016,885000000.0,1,1050158823.5294118,86000,1,597649694.5010183,897760140.9960201,False,False,True,False
2013,1230000000.0,1,1311185155.3045583,129000,1,2491556000.0,1053523152.7724817,False,False,True,False
2015,2159000000.0,1,1311185155.3045583,150000,1,894757575.7575758,2000787544.194665,False,False,True,False
