car_name,year,price,assemble_place,series,km,engine_type,transmission,url,brand,model
Ford Everest Titanium Plus 2.0L 4x4 AT,2022,1399000000.0,Nhập khẩu,SUV,10000,Dầu,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2022-5574391,Ford,Everest Titanium Plus 2.0L 4x4 AT
Honda CRV 2.4 AT,2015,559000000.0,Lắp ráp trong nước,SUV,96000,Xăng,Số tự động,https://bonbanh.com/xe-honda-crv-2.4-at-2015-5537815,Honda,CRV 2.4 AT
Hyundai Kona 2.0 ATH,2018,505000000.0,Lắp ráp trong nước,Crossover,44000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-kona-2.0-ath-2018-5583152,Hyundai,Kona 2.0 ATH
Lexus RX 350,2022,3980000000.0,Nhập khẩu,SUV,10000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-rx-350-2022-5614324,Lexus,RX 350
LandRover Range Rover HSE 3.0,2014,2520000000.0,Nhập khẩu,SUV,68000,Xăng,Số tự động,https://bonbanh.com/xe-landrover-range_rover-hse-3.0-2014-5594465,LandRover,Range Rover HSE 3.0
Toyota Vios 1.5G,2018,410000000.0,Lắp ráp trong nước,Sedan,100000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2018-5575559,Toyota,Vios 1.5G
Mercedes Benz GLC 200,2022,1498000000.0,Lắp ráp trong nước,SUV,16789,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-2022-5575691,Mercedes,Benz GLC 200
Toyota Corolla Cross 1.8G,2022,720000000.0,Nhập khẩu,SUV,21000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2022-5640292,Toyota,Corolla Cross 1.8G
Mercedes Benz GLS 400 4Matic,2017,2100000000.0,Nhập khẩu,SUV,101234,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-gls-400-4matic-2017-5486738,Mercedes,Benz GLS 400 4Matic
Ford Ranger XLS 2.2L 4x2 AT,2016,449000000.0,Nhập khẩu,Pickup,65000,Dầu,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2016-5615517,Ford,Ranger XLS 2.2L 4x2 AT
Cadillac Escalade 6.2 V8,2015,2660000000.0,Nhập khẩu,SUV,80000,Xăng,Số tự động,https://bonbanh.com/xe-cadillac-escalade-6.2-v8-2015-5640302,Cadillac,Escalade 6.2 V8
Kia Seltos Deluxe 1.4 AT,2023,610000000.0,Lắp ráp trong nước,Crossover,20000,Xăng,Số tự động,https://bonbanh.com/xe-kia-seltos-deluxe-1.4-at-2023-5635448,Kia,Seltos Deluxe 1.4 AT
Lexus NX 200t,2014,1120000000.0,Nhập khẩu,SUV,82906,Xăng,Số tự động,https://bonbanh.com/xe-lexus-nx-200t-2014-5634307,Lexus,NX 200t
Mercedes Benz GLK Class GLK250 4Matic,2014,680000000.0,Lắp ráp trong nước,SUV,108806,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glk_class-glk250-4matic-2014-5603361,Mercedes,Benz GLK Class GLK250 4Matic
Mazda CX5 2.5 AT 2WD,2018,650000000.0,Lắp ráp trong nước,SUV,50000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5569359,Mazda,CX5 2.5 AT 2WD
Lexus RX 350,2021,3750000000.0,Nhập khẩu,SUV,12000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-rx-350-2021-5603761,Lexus,RX 350
Toyota Hilux 2.4L 4x2 AT,2021,620000000.0,Nhập khẩu,Pickup,90000,Dầu,Số tự động,https://bonbanh.com/xe-toyota-hilux-2.4l-4x2-at-2021-5622544,Toyota,Hilux 2.4L 4x2 AT
Toyota Camry 2.0Q,2022,1115000000.0,Nhập khẩu,Sedan,19000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-camry-2.0q-2022-5639458,Toyota,Camry 2.0Q
VinFast VF9 Plus,2023,1230000000.0,Lắp ráp trong nước,SUV,12000,Điện,Số tự động,https://bonbanh.com/xe-vinfast-vf9-plus-2023-5632303,VinFast,VF9 Plus
BMW 7 Series 730Li M Sport,2020,2990000000.0,Nhập khẩu,Sedan,8000,Xăng,Số tự động,https://bonbanh.com/xe-bmw-7_series-730li-m-sport-2020-4879189,BMW,7 Series 730Li M Sport
Mazda 3 1.5L Luxury,2020,555000000.0,Lắp ráp trong nước,Sedan,35000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2020-5633142,Mazda,3 1.5L Luxury
Kia Sorento GATH,2016,515000000.0,Lắp ráp trong nước,SUV,70000,Xăng,Số tự động,https://bonbanh.com/xe-kia-sorento-gath-2016-5637772,Kia,Sorento GATH
Mazda CX5 Premium 2.0 AT,2022,799000000.0,Lắp ráp trong nước,SUV,23000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2022-5594823,Mazda,CX5 Premium 2.0 AT
Mercedes Benz GLC 200,2020,1339000000.0,Lắp ráp trong nước,SUV,27000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-2020-5619492,Mercedes,Benz GLC 200
Hyundai Elantra 2.0 AT,2016,425000000.0,Lắp ráp trong nước,Sedan,141000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-elantra-2.0-at-2016-5640189,Hyundai,Elantra 2.0 AT
Mitsubishi Xpander 1.5 AT,2019,480000000.0,Nhập khẩu,SUV,63000,Xăng,Số tự động,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2019-5486507,Mitsubishi,Xpander 1.5 AT
Toyota Vios G 1.5 CVT,2021,485000000.0,Lắp ráp trong nước,Sedan,43000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2021-5603525,Toyota,Vios G 1.5 CVT
Mazda CX5 Luxury 2.0 AT,2023,808000000.0,Lắp ráp trong nước,SUV,13000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2023-5578981,Mazda,CX5 Luxury 2.0 AT
Peugeot 5008 AL 1.6 AT,2022,939000000.0,Lắp ráp trong nước,SUV,20000,Xăng,Số tự động,https://bonbanh.com/xe-peugeot-5008-al-1.6-at-2022-5629209,Peugeot,5008 AL 1.6 AT
VinFast Fadil 1.4 AT,2021,323000000.0,Lắp ráp trong nước,Hatchback,41000,Xăng,Số tự động,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2021-5551395,VinFast,Fadil 1.4 AT
Kia Carens EXMT,2016,260000000.0,Lắp ráp trong nước,Crossover,120000,Xăng,Số tay,https://bonbanh.com/xe-kia-carens-exmt-2016-5627786,Kia,Carens EXMT
Toyota Innova 2.0E,2014,335000000.0,Lắp ráp trong nước,Crossover,130000,Xăng,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2014-5568571,Toyota,Innova 2.0E
Ford Ranger XLS 2.2L 4x2 AT,2015,428000000.0,Nhập khẩu,Pickup,100000,Dầu,Số tự động,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2015-5640276,Ford,Ranger XLS 2.2L 4x2 AT
Toyota Vios G 1.5 CVT,2023,535000000.0,Lắp ráp trong nước,Sedan,17000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2023-5625687,Toyota,Vios G 1.5 CVT
Mercedes Benz V class V250 AMG,2020,2280000000.0,Nhập khẩu,Van/Minivan,50000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-v_class-v250-amg-2020-5553772,Mercedes,Benz V class V250 AMG
Ford Focus Sport 1.5L,2019,555000000.0,Lắp ráp trong nước,Hatchback,24000,Xăng,Số tự động,https://bonbanh.com/xe-ford-focus-sport-1.5l-2019-5571607,Ford,Focus Sport 1.5L
Mercedes Benz GLC 250 4Matic,2018,1090000000.0,Lắp ráp trong nước,SUV,50000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2018-5581024,Mercedes,Benz GLC 250 4Matic
Suzuki Grand vitara 2.0 AT,2016,460000000.0,Nhập khẩu,SUV,90000,Xăng,Số tự động,https://bonbanh.com/xe-suzuki-grand_vitara-2.0-at-2016-5580127,Suzuki,Grand vitara 2.0 AT
Mazda 3 1.5 AT,2017,435000000.0,Lắp ráp trong nước,Sedan,81000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5-at-2017-5597867,Mazda,3 1.5 AT
Mazda 3 1.5 AT,2016,380000000.0,Lắp ráp trong nước,Sedan,82000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5-at-2016-5623729,Mazda,3 1.5 AT
Mazda CX8 Premium,2019,799000000.0,Lắp ráp trong nước,SUV,80000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx8-premium-2019-5629632,Mazda,CX8 Premium
Toyota Hilux 2.8L 4x4 AT,2021,860000000.0,Nhập khẩu,Pickup,58000,Dầu,Số tự động,https://bonbanh.com/xe-toyota-hilux-2.8l-4x4-at-2021-5606755,Toyota,Hilux 2.8L 4x4 AT
BMW X5 3.0si,2007,245000000.0,Nhập khẩu,SUV,130000,Xăng,Số tự động,https://bonbanh.com/xe-bmw-x5-3.0si-2007-5632279,BMW,X5 3.0si
Porsche Cayenne 3.6 V6,2014,1590000000.0,Nhập khẩu,SUV,70000,Xăng,Số tự động,https://bonbanh.com/xe-porsche-cayenne-3.6-v6-2014-5564280,Porsche,Cayenne 3.6 V6
Mercedes Benz GLC 300 4Matic,2017,1150000000.0,Lắp ráp trong nước,SUV,60000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-5640293,Mercedes,Benz GLC 300 4Matic
Mazda 3 1.5L Luxury,2023,635000000.0,Lắp ráp trong nước,Sedan,5500,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2023-5625251,Mazda,3 1.5L Luxury
Mazda 3 1.5L Deluxe,2022,545000000.0,Lắp ráp trong nước,Sedan,28000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-deluxe-2022-5530627,Mazda,3 1.5L Deluxe
Lexus RX 350,2022,3820000000.0,Nhập khẩu,SUV,39000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-rx-350-2022-5502337,Lexus,RX 350
Lexus LX 570 Super Sport,2021,8900000000.0,Nhập khẩu,SUV,60000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-lx-570-super-sport-2021-5574491,Lexus,LX 570 Super Sport
Mercedes Benz S class S450L,2019,2500000000.0,Lắp ráp trong nước,Sedan,50000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-2019-5508924,Mercedes,Benz S class S450L
Ford Tourneo Titanium 2.0 AT,2019,680000000.0,Lắp ráp trong nước,Van/Minivan,58000,Xăng,Số tự động,https://bonbanh.com/xe-ford-tourneo-titanium-2.0-at-2019-5631559,Ford,Tourneo Titanium 2.0 AT
Hyundai i10 Grand 1.2 AT,2019,312000000.0,Lắp ráp trong nước,Sedan,52000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2019-5433172,Hyundai,i10 Grand 1.2 AT
Chevrolet Lacetti 1.6,2013,165000000.0,Lắp ráp trong nước,Sedan,150000,Xăng,Số tay,https://bonbanh.com/xe-chevrolet-lacetti-1.6-2013-5516779,Chevrolet,Lacetti 1.6
Mitsubishi Pajero Sport 2.4D 4x2 AT,2019,785000000.0,Nhập khẩu,SUV,69783,Dầu,Số tự động,https://bonbanh.com/xe-mitsubishi-pajero-sport-2.4d-4x2-at-2019-5494151,Mitsubishi,Pajero Sport 2.4D 4x2 AT
Hyundai Accent 1.4 MT Base,2020,330000000.0,Lắp ráp trong nước,Sedan,50000,Xăng,Số tay,https://bonbanh.com/xe-hyundai-accent-1.4-mt-base-2020-5506591,Hyundai,Accent 1.4 MT Base
Kia Rondo GAT,2016,325000000.0,Lắp ráp trong nước,SUV,150000,Xăng,Số tự động,https://bonbanh.com/xe-kia-rondo-gat-2016-5628969,Kia,Rondo GAT
Mazda CX5 Deluxe 2.0 AT,2022,740000000.0,Lắp ráp trong nước,SUV,21000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-cx5-deluxe-2.0-at-2022-5635970,Mazda,CX5 Deluxe 2.0 AT
Mercedes Benz GLC 250 4Matic,2018,1150000000.0,Lắp ráp trong nước,SUV,28000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2018-5273787,Mercedes,Benz GLC 250 4Matic
Mazda 3 1.5L Luxury,2024,640000000.0,Lắp ráp trong nước,Sedan,22000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2024-5640256,Mazda,3 1.5L Luxury
Ford EcoSport Titanium 1.0 AT,2021,497000000.0,Lắp ráp trong nước,SUV,50000,Xăng,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.0-at-2021-5626037,Ford,EcoSport Titanium 1.0 AT
Ford EcoSport Titanium 1.0 AT,2021,495000000.0,Lắp ráp trong nước,SUV,50000,Xăng,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.0-at-2021-5625593,Ford,EcoSport Titanium 1.0 AT
Ford Focus Trend 1.5L,2017,375000000.0,Lắp ráp trong nước,Sedan,70000,Xăng,Số tự động,https://bonbanh.com/xe-ford-focus-trend-1.5l-2017-5330560,Ford,Focus Trend 1.5L
Maserati Levante 3.0 V6,2017,2590000000.0,Nhập khẩu,SUV,36789,Xăng,Số tự động,https://bonbanh.com/xe-maserati-levante-3.0-v6-2017-5536193,Maserati,Levante 3.0 V6
Mazda BT50 Deluxe 2.2L 4x2 AT,2020,525000000.0,Nhập khẩu,Pickup,39000,Dầu,Số tự động,https://bonbanh.com/xe-mazda-bt50-deluxe-2.2l-4x2-at-2020-5622996,Mazda,BT50 Deluxe 2.2L 4x2 AT
Cadillac Escalade ESV Premium,2014,2550000000.0,Nhập khẩu,SUV,58000,Xăng,Số tự động,https://bonbanh.com/xe-cadillac-escalade-esv-premium-2014-5596513,Cadillac,Escalade ESV Premium
Mercedes Benz CLA class CLA 45 AMG 4Matic,2015,950000000.0,Nhập khẩu,Sedan,65000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-cla_class-cla-45-amg-4matic-2015-5572442,Mercedes,Benz CLA class CLA 45 AMG 4Matic
Ford EcoSport Titanium 1.0 AT,2021,496000000.0,Lắp ráp trong nước,SUV,50000,Xăng,Số tự động,https://bonbanh.com/xe-ford-ecosport-titanium-1.0-at-2021-5625497,Ford,EcoSport Titanium 1.0 AT
Ford Everest Titanium 2.0L 4x2 AT,2021,969000000.0,Nhập khẩu,SUV,46000,Dầu,Số tự động,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2021-5557234,Ford,Everest Titanium 2.0L 4x2 AT
Hyundai Kona 2.0 AT,2021,480000000.0,Lắp ráp trong nước,Crossover,50000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-kona-2.0-at-2021-5603745,Hyundai,Kona 2.0 AT
Toyota Innova E 2.0 MT,2022,659000000.0,Lắp ráp trong nước,Crossover,45000,Xăng,Số tay,https://bonbanh.com/xe-toyota-innova-e-2.0-mt-2022-5635508,Toyota,Innova E 2.0 MT
VinFast Lux A 2.0 2.0 AT,2021,599000000.0,Lắp ráp trong nước,Sedan,25000,Xăng,Số tự động,https://bonbanh.com/xe-vinfast-lux_a_2.0-2.0-at-2021-5640211,VinFast,Lux A 2.0 2.0 AT
Mazda 3 1.5L Deluxe,2020,510000000.0,Lắp ráp trong nước,Sedan,47000,Xăng,Số tự động,https://bonbanh.com/xe-mazda-3-1.5l-deluxe-2020-5566219,Mazda,3 1.5L Deluxe
Cadillac Escalade 6.2 V8,2015,2660000000.0,Nhập khẩu,SUV,80000,Xăng,Số tự động,https://bonbanh.com/xe-cadillac-escalade-6.2-v8-2015-5640289,Cadillac,Escalade 6.2 V8
Toyota Fortuner 2.4G 4x2 AT,2021,965000000.0,Lắp ráp trong nước,SUV,28000,Dầu,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2021-5579601,Toyota,Fortuner 2.4G 4x2 AT
Kia Seltos Premium 1.4 AT,2022,660000000.0,Lắp ráp trong nước,Crossover,40000,Xăng,Số tự động,https://bonbanh.com/xe-kia-seltos-premium-1.4-at-2022-5631582,Kia,Seltos Premium 1.4 AT
Porsche Panamera 3.0 V6,2020,4950000000.0,Nhập khẩu,Sedan,26000,Xăng,Số tự động,https://bonbanh.com/xe-porsche-panamera-3.0-v6-2020-5582222,Porsche,Panamera 3.0 V6
BMW 4 Series 430i Gran Coupe M Sport,2022,2458000000.0,Nhập khẩu,Coupe,2200,Xăng,Số tự động,https://bonbanh.com/xe-bmw-4_series-430i-gran-coupe-m-sport-2022-5574039,BMW,4 Series 430i Gran Coupe M Sport
Toyota Yaris 1.5G,2018,490000000.0,Nhập khẩu,Hatchback,24000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-yaris-1.5g-2018-5590634,Toyota,Yaris 1.5G
Lexus LX 570,2010,1680000000.0,Nhập khẩu,SUV,80000,Xăng,Số tự động,https://bonbanh.com/xe-lexus-lx-570-2010-5535169,Lexus,LX 570
MG 5 Luxury 1.5 AT,2022,465000000.0,Nhập khẩu,Sedan,26000,Xăng,Số tự động,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2022-5629979,MG,5 Luxury 1.5 AT
Toyota Innova 2.0E,2016,416000000.0,Lắp ráp trong nước,Crossover,90000,Xăng,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2016-5584900,Toyota,Innova 2.0E
Toyota Vios 1.5G,2016,380000000.0,Lắp ráp trong nước,Sedan,32000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2016-5595046,Toyota,Vios 1.5G
Hyundai SantaFe Cao cấp 2.2L HTRAC,2023,1265000000.0,Lắp ráp trong nước,SUV,28000,Dầu,Số tự động,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2023-5626751,Hyundai,SantaFe Cao cấp 2.2L HTRAC
Mercedes Benz GLC 250 4Matic,2019,1199000000.0,Lắp ráp trong nước,SUV,50000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2019-5520773,Mercedes,Benz GLC 250 4Matic
Mercedes Benz GLC 200,2022,1599000000.0,Lắp ráp trong nước,SUV,15000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-200-2022-5639509,Mercedes,Benz GLC 200
Ford Explorer Limited 2.3L EcoBoost,2021,1789000000.0,Nhập khẩu,SUV,55000,Xăng,Số tự động,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2021-5516056,Ford,Explorer Limited 2.3L EcoBoost
Mitsubishi Xpander Premium 1.5 AT,2022,615000000.0,Nhập khẩu,SUV,34950,Xăng,Số tự động,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2022-5625180,Mitsubishi,Xpander Premium 1.5 AT
Mercedes Benz GLC 300 4Matic,2023,2779000000.0,Lắp ráp trong nước,SUV,2000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2023-5311852,Mercedes,Benz GLC 300 4Matic
Mitsubishi Xpander Premium 1.5 AT,2022,619000000.0,Nhập khẩu,SUV,30000,Xăng,Số tự động,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2022-5639324,Mitsubishi,Xpander Premium 1.5 AT
Toyota Innova 2.0E,2019,565000000.0,Lắp ráp trong nước,Crossover,66500,Xăng,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2019-5618362,Toyota,Innova 2.0E
Ford Territory Titanium X 1.5 AT,2023,892000000.0,Lắp ráp trong nước,SUV,2200,Xăng,Số tự động,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2023-5635570,Ford,Territory Titanium X 1.5 AT
Nissan X trail 2.0 SL 2WD Premium,2018,585000000.0,Lắp ráp trong nước,SUV,80000,Xăng,Số tự động,https://bonbanh.com/xe-nissan-x_trail-2.0-sl-2wd-premium-2018-5640281,Nissan,X trail 2.0 SL 2WD Premium
Mercedes Benz GLC 300 Coupe 4Matic,2019,1998000000.0,Nhập khẩu,SUV,45000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-glc-300-coupe-4matic-2019-5639496,Mercedes,Benz GLC 300 Coupe 4Matic
Kia Cerato 1.6 AT Luxury,2019,495000000.0,Lắp ráp trong nước,Sedan,48000,Xăng,Số tự động,https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2019-5576508,Kia,Cerato 1.6 AT Luxury
Porsche Macan S,2019,2849000000.0,Nhập khẩu,SUV,37000,Xăng,Số tự động,https://bonbanh.com/xe-porsche-macan-s-2019-5604356,Porsche,Macan S
Toyota Vios 1.5G,2020,470000000.0,Lắp ráp trong nước,Sedan,12815,Xăng,Số tự động,https://bonbanh.com/xe-toyota-vios-1.5g-2020-5575563,Toyota,Vios 1.5G
Audi A3 1.8 AT,2014,430000000.0,Nhập khẩu,Sedan,95000,Xăng,Số tự động,https://bonbanh.com/xe-audi-a3-1.8-at-2014-5638034,Audi,Other
Kia Seltos Premium 1.4 AT,2022,659000000.0,Lắp ráp trong nước,Crossover,4000,Xăng,Số tự động,https://bonbanh.com/xe-kia-seltos-premium-1.4-at-2022-5571553,Kia,Seltos Premium 1.4 AT
Kia Cerato 1.6 MT,2020,418000000.0,Lắp ráp trong nước,Sedan,33000,Xăng,Số tay,https://bonbanh.com/xe-kia-cerato-1.6-mt-2020-5623111,Kia,Cerato 1.6 MT
Ford Ranger Wildtrak 2.0L 4x4 AT,2018,633000000.0,Nhập khẩu,Pickup,78000,Dầu,Số tự động,https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2018-5579096,Ford,Ranger Wildtrak 2.0L 4x4 AT
Toyota Camry 2.0G,2021,875000000.0,Nhập khẩu,Sedan,70000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-camry-2.0g-2021-5631820,Toyota,Camry 2.0G
Kia Carens CRDi 2.0 AT,2008,258000000.0,Nhập khẩu,Crossover,79000,Dầu,Số tự động,https://bonbanh.com/xe-kia-carens-crdi-2.0-at-2008-5443961,Kia,Other
Kia Morning S AT,2018,298000000.0,Lắp ráp trong nước,Hatchback,68000,Xăng,Số tự động,https://bonbanh.com/xe-kia-morning-s-at-2018-5633743,Kia,Morning S AT
Kia K3 1.6 AT,2014,345000000.0,Lắp ráp trong nước,Sedan,80000,Xăng,Số tự động,https://bonbanh.com/xe-kia-k3-1.6-at-2014-5608220,Kia,K3 1.6 AT
Mercedes Benz E class E300 AMG,2016,1290000000.0,Nhập khẩu,Sedan,29000,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2016-4932917,Mercedes,Benz E class E300 AMG
Hyundai Accent 1.4 AT Đặc Biệt,2021,470000000.0,Lắp ráp trong nước,Sedan,30000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2021-5640018,Hyundai,Accent 1.4 AT Đặc Biệt
Toyota Fortuner 2.7V 4x2 AT,2014,475000000.0,Lắp ráp trong nước,SUV,65000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2014-5587290,Toyota,Fortuner 2.7V 4x2 AT
Toyota Camry 2.5Q,2020,960000000.0,Nhập khẩu,Sedan,69000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-camry-2.5q-2020-5592402,Toyota,Camry 2.5Q
Toyota Innova 2.0E,2018,550000000.0,Lắp ráp trong nước,Crossover,76168,Xăng,Số tay,https://bonbanh.com/xe-toyota-innova-2.0e-2018-5626957,Toyota,Innova 2.0E
MG 5 Luxury 1.5 AT,2023,510000000.0,Nhập khẩu,Sedan,6000,Xăng,Số tự động,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2023-5621336,MG,5 Luxury 1.5 AT
Honda CRV 2.4 AT,2016,559000000.0,Lắp ráp trong nước,SUV,12000,Xăng,Số tự động,https://bonbanh.com/xe-honda-crv-2.4-at-2016-5635035,Honda,CRV 2.4 AT
Toyota Camry 2.5Q,2014,539000000.0,Lắp ráp trong nước,Sedan,83000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-camry-2.5q-2014-5506793,Toyota,Camry 2.5Q
Cadillac Escalade ESV Platinum,2015,3259000000.0,Nhập khẩu,SUV,36000,Xăng,Số tự động,https://bonbanh.com/xe-cadillac-escalade-esv-platinum-2015-5576059,Cadillac,Escalade ESV Platinum
Kia Seltos Luxury 1.4 AT,2020,575000000.0,Lắp ráp trong nước,Crossover,41000,Xăng,Số tự động,https://bonbanh.com/xe-kia-seltos-luxury-1.4-at-2020-5635300,Kia,Seltos Luxury 1.4 AT
Mercedes Benz CLA class CLA 250 4Matic,2016,939000000.0,Nhập khẩu,Sedan,17600,Xăng,Số tự động,https://bonbanh.com/xe-mercedes_benz-cla_class-cla-250-4matic-2016-5540491,Mercedes,Benz CLA class CLA 250 4Matic
Kia Sorento DATH,2018,665000000.0,Lắp ráp trong nước,SUV,80000,Dầu,Số tự động,https://bonbanh.com/xe-kia-sorento-dath-2018-5530364,Kia,Sorento DATH
Hyundai Tucson 2.0 AT Tiêu chuẩn,2021,811000000.0,Lắp ráp trong nước,Crossover,8000,Xăng,Số tự động,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2021-5640280,Hyundai,Tucson 2.0 AT Tiêu chuẩn
Isuzu Dmax LS 3.0 4x2 AT,2008,255000000.0,Lắp ráp trong nước,Pickup,160000,Dầu,Số tự động,https://bonbanh.com/xe-isuzu-dmax-ls-3.0-4x2-at-2008-5640272,Isuzu,Other
Toyota Corolla Cross 1.8G,2021,699000000.0,Nhập khẩu,SUV,20000,Xăng,Số tự động,https://bonbanh.com/xe-toyota-corolla_cross-1.8g-2021-5630770,Toyota,Corolla Cross 1.8G
Honda City 1.5,2019,415000000.0,Lắp ráp trong nước,Sedan,52000,Xăng,Số tự động,https://bonbanh.com/xe-honda-city-1.5-2019-5613178,Honda,City 1.5
