car_name,year,price,assemble_place,series,km,engine_type,transmission,url
Mercedes-Benz V250 Luxury,2022,2 tỉ 150 triệu,Nhập khẩu,MPV,20.000 km,Máy xăng,Số hỗn hợp,https://oto.com.vn//mua-ban-xe-mercedes-benz-v250-hcm/mercesdes-benz-luxury-aidxc23045243
Cadillac Escalade ESV,2020,6 tỉ 200 triệu,Nhập khẩu,SUV,29.000 km,Máy xăng,Số hỗn hợp,https://oto.com.vn//mua-ban-xe-cadillac-escalade-hcm/cadilac-esv-platinum-aidxc23020968
Hyundai Santa Fe 2.4L Xăng Đặc biệt,2018,750 triệu,Trong nước,SUV,39.000 km,Máy xăng,Số hỗn hợp,https://oto.com.vn//mua-ban-xe-hyundai-santa-fe-hcm/24-l-aidxc23017410
Mercedes-Benz Maybach S450 4Matic,2020,4 tỉ 900 triệu,Nhập khẩu,Sedan,22.000 km,Máy xăng,Số hỗn hợp,https://oto.com.vn//mua-ban-xe-mercedes-benz-maybach-s450-hcm/mercesdes-4matic-aidxc23016026
Bentley Flying Spur W12,2016,6 tỉ 200 triệu,Nhập khẩu,Sedan,10.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-bentley-flying-spur-hcm/xe-mau-bac-nhap-khau-nguyen-chiec-aid1xc22749196
Mitsubishi Xpander 1.5 AT,2019,495 triệu,Trong nước,MPV,56.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mitsubishi-xpander-ha-noi/gia-495-trieu-aidxc23056067
Ford Ranger Raptor,2019,918 triệu,Nhập khẩu,Bán Tải,60.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-raptor-hcm/12020-nhap-thaixe-khong-nien-han-aidxc23043611
Volvo S90 Ultimate AWD,2023,2 tỉ 069 triệu,Nhập khẩu,Sedan,7.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-volvo-s90-hcm/dk-012024-sieu-luot-7000km-aidxc23055710
Mazda 2 Sedan 1.5L Luxury,2022,469 triệu,Trong nước,Sedan,25.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-2-hcm/xe-chay-v5-aidxc23050585
Hyundai Accent 1.4 AT Đặc biệt,2022,483 triệu,Trong nước,Sedan,26.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-accent-hcm/xe-chay-2v6-aidxc23042538
Ford Ranger,2021,720 triệu,Trong nước,Bán Tải,50.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-ha-noi/gia-ban-720tr-aidxc23055396
Porsche Cayenne,2022,5 tỉ 390 triệu,Nhập khẩu,SUV,7.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-porsche-cayenne-ha-noi/check-hang-toan-quoc-aidxc23055363
Toyota Innova 2.0E,2018,505 triệu,Trong nước,MPV,92.000 km,Máy xăng,Số sàn,https://oto.com.vn//mua-ban-xe-toyota-innova-long-an/amau-xam-noi-that-nau-aidxc23055352
Porsche Macan,2017,1 tỉ 799 triệu,Nhập khẩu,Sedan,38.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-porsche-macan-hcm/xe-nha-trum-men-khong-chay-moi-95-1-doi-chu-full-option-khong-thieu-thu-gi-toan-bo-con-zin-aidxc23046542
MG ZS 1.5L LUX+,2023,530 triệu,Trong nước,SUV,10.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mg-zs-ha-noi/xe-dep-nhu-moi-chay-hon-1v-km-1-chu-tu-dau-aidxc23055009
Ford EcoSport Titanium 1.0L AT,2018,429 triệu,Trong nước,SUV,96.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ecosport-ha-noi/mau-moi-bien-sg-ten-tu-nhan-aidxc23054990
Honda CR-V 1.5 L,2020,855 triệu,Trong nước,SUV,76.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-honda-cr-v-ha-noi/bien-tinh-ten-tu-nhan-chay-chuan-aidxc23054983
Mitsubishi Xpander 1.5 AT,2019,539 triệu,Trong nước,MPV,50.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mitsubishi-xpander-hai-duong/ho-tro-bank-50-70-gia-tri-xe-aidxc23054976
Mitsubishi Xpander Cross 1.5 AT,2021,579 triệu,Trong nước,MPV,51.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mitsubishi-xpander-cross-hcm/bao-check-toan-quoc-aidxc23038582
Kia K3 1.6 Turbo GT,2022,660 triệu,Trong nước,Sedan,40.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-k3-ha-noi/ban-full-dat-nhat-hang-hiem-aidxc23054501
Kia Morning EX 1.25 MT,2017,173 triệu,Trong nước,Hatchback,150.000 km,Máy xăng,Số sàn,https://oto.com.vn//mua-ban-xe-kia-morning-hung-yen/xe-dep-chat-khong-loi-full-kich-do-choi-noi-ngoai-that-rat-moi-lop-dep-aidxc23054428
Hyundai i20 1.4 AT,2011,245 triệu,Nhập khẩu,Hatchback,70.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-i20-hung-yen/xe-nhap-khau-5-cua-ten-tu-nhan-bien-29a-xe-di-7-van-dai-chat-nhin-la-me-may-s-aidxc23054427
Toyota Corolla Altis 1.8G MT,2010,265 triệu,Trong nước,Sedan,160.000 km,Máy xăng,Số sàn,https://oto.com.vn//mua-ban-xe-toyota-corolla-altis-tuyen-quang/phom-moi-may-dual-vvti-xe-tu-nhan-ho-so-cam-tay-xe-zin-het-may-so-keo-chi-zin-man-hinh-cam-du-aidxc23054425
Toyota Camry 2.5G,2016,639 triệu,Trong nước,,60.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-camry-hai-duong/xe-cuc-dep-full-lich-su-bao-duong-aidxc23039463
Toyota Camry 2.0E,2015,510 triệu,Nhập khẩu,Sedan,140.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-camry-hai-duong/xe-dep-odo-14-van-bao-check-test-aidxc23053004
Toyota Camry 2.5Q,2022,1 tỉ 229 triệu,Nhập khẩu,Sedan,40.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-camry-long-an/ho-tro-vay-ngan-hang-75-gia-tri-xe-aidxc23052727
Mazda CX-5 2.5L Signature Premium AWD,2020,775 triệu,Trong nước,SUV,28.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-cx-5-long-an/cam-ket-may-moc-nguyen-ban-khong-dai-tu-may-aidxc23052711
Ford Ranger Wildtrak 4x4 AT,2021,726 triệu,Trong nước,,61.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-hcm/alo-em-dong-thuong-luong-them-aidxc23037699
Hyundai Kona 2.0 AT Tiêu chuẩn,2019,485 triệu,Trong nước,SUV,70.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-kona-ha-noi/xe-cuc-dep-odo-7v-chuan-aidxc23051493
Hyundai Accent 1.4 AT,2019,418 triệu,Trong nước,,72.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-accent-hai-phong/ban-du-san-xuat-2019-ath-may-14l-so-tu-dong-dep-nhu-moi-aidxc23051376
Toyota Corolla Altis 1.8G MT,2010,265 triệu,Trong nước,Sedan,160.000 km,Máy xăng,Số sàn,https://oto.com.vn//mua-ban-xe-toyota-corolla-altis-hung-yen/phom-moi-may-dual-vvti-xe-tu-nhan-ho-so-cam-tay-xe-zin-het-may-so-keo-chi-zin-man-hinh-cam-du-aidxc23048219
Mercedes-Benz GLC 300 4Matic Coupe,2017,1 tỉ 399 triệu,Nhập khẩu,,72.420 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-glc-300-hcm/xe-nhap-khau-nguyen-chiec-ban-xe-cuc-dep-aidxc23051068
Ford Ranger XLS 2.2L 4x2 MT,2019,498 triệu,Nhập khẩu,Bán Tải,50.000 km,Máy dầu,Số sàn,https://oto.com.vn//mua-ban-xe-ford-ranger-hcm/2019-so-san-1-chuxe-da-full-optionbao-test-hang-aidxc23043473
Toyota Sienna,2017,2 tỉ 110 triệu,Nhập khẩu,Van/Minivan,50.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-sienna-hcm/hang-my-nha-trum-men-khong-chay-moi-97-nhu-2021-fulloption-khong-thieu-thu-gi-nem-da-zin-aidxc23015286
Mazda 3 Sedan 1.5L Luxury,2022,605 triệu,Trong nước,Sedan,29.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-3-hcm/dep-khong-loi-nho-aidxc23050593
Volkswagen Jetta,2018,489 triệu,Nhập khẩu,Sedan,48.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-volkswagen-jetta-ha-noi/489tr-aidxc23049834
Mercedes-Benz GLK 220,2015,668 triệu,Trong nước,SUV,60.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-glk-220-hcm/668-tr-aidxc23049711
Ford Ranger XLS 2.2 4x2 AT,2020,570 triệu,Nhập khẩu,Bán Tải,60.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-hcm/2020-so-tu-dong1-chu-nhap-thai-lan-aidxc23042438
VinFast Fadil Cao cấp,2021,365 triệu,Trong nước,Hatchback,46.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-vinfast-fadil-ha-noi/xe-1-chu-tu-voi-km-zin-hop-menh-hoa-aidxc23048780
Honda City RS,2021,490 triệu,Trong nước,,50.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-honda-city-ha-noi/ban-cao-cap-nhat-1-chu-tu-dau-odo-chuan-5v-km-aidxc23048741
Toyota Land Cruiser Prado VX,2018,1 tỉ 950 triệu,Nhập khẩu,SUV,60.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-land-cruiser-prado-ha-noi/vx-2018-aidxc23048702
Chevrolet Spark,2017,192 triệu,Nhập khẩu,,81.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-chevrolet-spark-binh-duong/xe-dep-zin-ko-loi-aidxc23048452
Mitsubishi Xpander 1.5 AT,2023,575 triệu,Nhập khẩu,MPV,3.500 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mitsubishi-xpander-vinh-phuc/ban-mitshubishi-15at-sx-2023-aidxc23047553
Hyundai Grand i10,2016,175 triệu,Trong nước,Hatchback,120.000 km,Máy xăng,Số sàn,https://oto.com.vn//mua-ban-xe-hyundai-grand-i10-nghe-an/chay-rat-it-aidxc23037800
Toyota Land Cruiser Prado VX,2019,2 tỉ 120 triệu,Nhập khẩu,SUV,65.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-land-cruiser-prado-hcm/xe-mau-trang-bien-thanh-pho-may-xang-so-tu-dong-xe-chuan-dep-khong-loi-aidxc23046893
Ford Territory,2023,845 triệu,Trong nước,SUV,10.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-ford-territory-ha-noi/845-trieu-aidxc23045884
Hyundai Accent 1.4 AT Đặc biệt,2022,485 triệu,Trong nước,Sedan,12.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-accent-da-nang/ath-2022-ho-tro-vay-ngan-hang-aidxc23045829
Hyundai Grand i10,2014,140 triệu,Nhập khẩu,Hatchback,110.000 km,Máy xăng,Số sàn,https://oto.com.vn//mua-ban-xe-hyundai-grand-i10-nghe-an/xe-dep-aidxc23045824
BMW 530i Luxury Line,2018,1 tỉ 250 triệu,Nhập khẩu,Sedan,38.300 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-bmw-530i-ha-noi/chinh-chu-can-ban-luxury-line-model-2019-aidxc23044065
Honda CR-V 1.5 L,2019,797 triệu,Nhập khẩu,Crossover,60.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-honda-cr-v-ha-noi/crv-l-nhap-thai-lan-trang-2019-aidxc23044792
Honda CR-V 1.5 L,2020,865 triệu,Nhập khẩu,Crossover,50.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-honda-cr-v-ha-noi/xe-moi-khet-let-mau-dep-mien-che-anh-em-menh-hoa-chot-manh-nhe-aidxc23015153
Mazda CX-5 2.0 Premium,2020,750 triệu,Trong nước,Crossover,44.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-cx-5-ha-noi/full-chuc-nang-an-cam-360-ap-suat-lop-aidxc23013930
VinFast LUX A2.0 Tiêu chuẩn,2021,598 triệu,Trong nước,Sedan,37.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-vinfast-lux-a20-ha-noi/xe-mau-dep-chat-xe-khong-can-ban-aidxc23006159
Ford Everest Trend 2.0 AT 4x2,2019,825 triệu,Nhập khẩu,SUV,80.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-everest-hcm/20191-chuxe-chinh-hang-co-ho-tro-tra-gop-aidxc23044736
Mercedes-Benz C300,2021,1 tỉ 350 triệu,Trong nước,Sedan,22.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-c300-ha-noi/mercedes-sane-xuat-2021-mau-do-nt-den-aidxc23012401
Mercedes-Benz C300,2018,970 triệu,Nhập khẩu,,50.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-c300-ha-noi/xe-dep-nhu-moi-trang-bi-full-option-hien-dai-aidxc23016503
Mercedes-Benz GLE 400,2016,1 tỉ 500 triệu,Trong nước,Sedan,70.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-gle-400-ha-noi/1-ty-500tr-aidxc23000302
Audi Q7,2012,720 triệu,Nhập khẩu,SUV,80.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-audi-q7-ha-noi/gia-720tr-aidxc23038164
Ford Ranger,2017,480 triệu,Nhập khẩu,Bán Tải,57.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ranger-ha-noi/gia-480tr-aidxc23038168
BMW 320i,2016,699 triệu,Nhập khẩu,Sedan,60.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-bmw-320i-ha-noi/gia-699tr-con-thuong-luong-them-aidxc23038160
Lexus RX 350,2010,880 triệu,Nhập khẩu,SUV,65.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-lexus-rx-350-ha-noi/gia-880tr-co-thuong-luong-aidxc23043704
Mazda CX-5 2.0l deluxe,2022,739 triệu,Trong nước,Crossover,17.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mazda-cx-5-ha-noi/cx5-20-deluxe-2022-len-cop-dien-da-cop-hud-kinh-aidxc23043688
Mercedes-Benz E200,2015,659 triệu,Trong nước,Sedan,156.106 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mercedes-benz-e200-hcm/may-moc-nguyen-ban-nha-san-xuat-aidxc23039265
Toyota Vios 1.5 E CVT,2022,470 triệu,Trong nước,Sedan,80.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-vios-quang-nam/15e-cvt-2022-aidxc23042501
Toyota Land Cruiser,2024,5 tỉ 450 triệu,Nhập khẩu,SUV,5.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-toyota-land-cruiser-long-an/gia-thuong-luong-co-bot-loc-aidxc23041393
Hyundai Elantra N. Line,2022,725 triệu,Trong nước,Sedan,34.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-hyundai-elantra-long-an/gia-hop-ly-xe-ca-nhan-aidxc23041387
Kia Carnival 2.2D Luxury,2022,1 tỉ 110 triệu,Trong nước,MPV,29.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-kia-carnival-ha-noi/chinh-chu-ban-luxury-8s-mau-den-nt-kem-sieu-luot-aidxc23039680
Kia Carnival 3.5G Signature,2022,1 tỉ 489 triệu,Trong nước,MPV,5.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-carnival-long-an/xe-dep-nhu-moi-trang-bi-full-option-aidxc23041306
Mitsubishi Attrage CVT Premium,2021,385 triệu,Nhập khẩu,Sedan,65.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mitsubishi-attrage-hcm/mot-chu-tu-dau-xe-con-dep-aidxc23001701
MG 5 1.5L STD,2022,450 triệu,Nhập khẩu,Sedan,6.500 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mg-5-da-nang/2022-dang-ky-2023-aidxc23039784
Ford EcoSport Titanium 1.5L AT,2019,450 triệu,Trong nước,MPV,76.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-ford-ecosport-binh-duong/dong-co-may-moc-nguyen-zin-aidxc23039131
Mitsubishi Xpander 1.5 AT,2020,515 triệu,Nhập khẩu,MPV,71.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-mitsubishi-xpander-binh-duong/gia-515-tr-aidxc23037897
Hyundai Accent 1.4 MT,2019,368 triệu,Trong nước,,62.000 km,Máy xăng,Số sàn,https://oto.com.vn//mua-ban-xe-hyundai-accent-hai-phong/ban-du-dep-nhu-moi-aidxc23037587
Kia Sorento 2.4AT,2018,575 triệu,Trong nước,MPV,43.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-sorento-binh-duong/gia-575-tr-aidxc23012395
Ford Everest Titanium 2.0 AT 4x2,2022,1 tỉ 198 triệu,Nhập khẩu,SUV,28.000 km,Máy dầu,Số tự động,https://oto.com.vn//mua-ban-xe-ford-everest-ha-noi/20at-dep-nhu-xe-moi-trong-hang-aidxc23046139
BMW 530i Luxury Line,2018,1 tỉ 389 triệu,Nhập khẩu,Sedan,39.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-bmw-530i-ha-noi/chinh-chu-ban-luxury-line-model-2019-aidxc23039674
Kia Carnival 3.5G Signature,2022,1 tỉ 399 triệu,Trong nước,MPV,41.000 km,Máy xăng,Số tự động,https://oto.com.vn//mua-ban-xe-kia-carnival-hcm/gia-co-thuong-luong-them-aidxc23039255
