year,price,assemble_place,series,km,transmission,brand,model,engine_type_Dầu,engine_type_Hybrid,engine_type_Xăng,engine_type_Điện
2019.0,595000000.0,1,595104831.3582498,71000,1,610670124.4813278,585078380.9697949,False,False,True,False
2019.0,858000000.0,0,1340081238.3129025,108000,1,626013768.115942,915494593.8380688,True,False,False,False
2022.0,5488000000.0,1,671747559.274756,12262,1,881296149.4561683,5036069532.04932,False,False,True,False
2013.0,335000000.0,1,368454183.26693225,78999,1,926278793.0301743,326603774.64948297,False,False,True,False
2021.0,455000000.0,0,890267510.9847506,33333,1,610670124.4813278,453792721.7335351,False,False,True,False
2022.0,836000000.0,0,1340081238.3129025,20000,1,617414728.6821705,806343568.9992251,False,False,True,False
2018.0,735000000.0,0,1340081238.3129025,60000,1,626013768.115942,698398571.0323894,False,False,True,False
2022.0,579000000.0,0,595104831.3582498,1100,1,602770814.6821845,571789643.3814949,False,False,True,False
2021.0,769000000.0,1,1340081238.3129025,25000,1,926278793.0301743,771146526.9877937,False,False,True,False
2022.0,1059000000.0,1,890267510.9847506,8000,1,610670124.4813278,981061296.0926418,False,False,True,False
2014.0,1250000000.0,0,890267510.9847506,90000,1,1675078982.597055,1355801185.428495,False,False,True,False
2021.0,1635000000.0,0,1340081238.3129025,45000,1,1675078982.597055,1686690252.6032028,False,False,True,False
2020.0,540000000.0,0,890267510.9847506,60000,1,617414728.6821705,573484721.2032082,False,False,True,False
2023.0,465000000.0,0,890267510.9847506,15000,1,626013768.115942,432745639.2647257,False,False,True,False
2022.0,2458000000.0,1,2074673501.665917,2345,1,1492717647.0292268,2458399550.382935,False,False,True,False
2023.0,670000000.0,0,671747559.274756,43000,1,763160262.4179944,661782448.6425089,True,False,False,False
2021.0,1269000000.0,0,890267510.9847506,35405,1,1675078982.597055,1136885712.1530576,False,False,True,False
2017.0,450000000.0,0,890267510.9847506,76000,1,617414728.6821705,439769444.41744375,False,False,True,False
2023.0,905000000.0,0,671747559.274756,3700,1,763160262.4179944,765336594.84595,True,False,False,False
2015.0,570000000.0,1,595104831.3582498,110000,1,602770814.6821845,575034486.2667558,False,False,True,False
2020.0,2050000000.0,1,1340081238.3129025,39000,1,2672617582.4175825,1753930011.640543,False,False,True,False
2021.0,869000000.0,1,890267510.9847506,73000,1,926278793.0301743,844948619.4932783,False,False,True,False
2022.0,555000000.0,0,890267510.9847506,35000,1,617414728.6821705,551332580.9151117,False,False,True,False
2019.0,499000000.0,0,368454183.26693225,5000,1,617414728.6821705,523387402.59187937,False,False,True,False
2022.0,1035000000.0,0,1340081238.3129025,33000,1,602770814.6821845,1009069229.1180403,True,False,False,False
2020.0,545000000.0,1,1340081238.3129025,20000,1,532458847.7366255,524694992.55919105,False,False,True,False
2022.0,630000000.0,0,890267510.9847506,28000,1,589529801.3245033,626165840.2972636,False,False,True,False
2012.0,460000000.0,1,595104831.3582498,110000,1,1164760465.6022363,550008315.5052736,False,False,True,False
2010.0,255000000.0,1,368454183.26693225,9000,1,926278793.0301743,279028207.6923051,False,False,True,False
2012.0,295000000.0,0,890267510.9847506,10000,1,610670124.4813278,302919799.28457004,False,False,True,False
2014.0,335000000.0,0,890267510.9847506,85000,1,617414728.6821705,329343964.7000657,False,False,True,False
2015.0,655000000.0,0,890267510.9847506,100000,1,1675078982.597055,751188078.0603095,False,False,True,False
2018.0,350000000.0,1,368454183.26693225,61000,1,610670124.4813278,347508705.3067731,False,False,True,False
2021.0,2930000000.0,1,1340081238.3129025,33000,1,2672617582.4175825,2710390468.613241,False,False,True,False
2015.0,2685000000.0,1,1340081238.3129025,80000,1,1465158133.4750366,2699076864.401243,False,False,True,False
2014.0,445000000.0,1,890267510.9847506,110000,1,1164760465.6022363,493079157.29425514,False,False,True,False
2011.0,395000000.0,0,1340081238.3129025,160000,1,1675078982.597055,389737749.91650516,False,False,True,False
2019.0,585000000.0,0,1340081238.3129025,72000,1,602770814.6821845,596612645.3538892,False,False,True,False
2014.0,1250000000.0,0,890267510.9847506,71000,1,1675078982.597055,1355801185.428495,False,False,True,False
2021.0,1390000000.0,0,1340081238.3129025,65000,1,1675078982.597055,1361446070.8901935,False,False,True,False
2016.0,550000000.0,0,890267510.9847506,75000,1,926278793.0301743,594589169.3884912,False,False,True,False
2017.0,1099000000.0,0,1340081238.3129025,68000,1,1675078982.597055,1489662150.054333,False,False,True,False
2018.0,1199000000.0,0,1340081238.3129025,48000,1,1675078982.597055,1489662150.054333,False,False,True,False
2017.0,1080000000.0,0,1340081238.3129025,50000,1,1675078982.597055,1489662150.054333,False,False,True,False
2019.0,1050000000.0,0,1340081238.3129025,55000,1,1675078982.597055,1361446070.8901935,False,False,True,False
2021.0,1399000000.0,0,1340081238.3129025,50000,1,1675078982.597055,1361446070.8901935,False,False,True,False
2018.0,1120000000.0,0,1340081238.3129025,79000,1,1675078982.597055,1070840201.876616,False,False,True,False
2010.0,440000000.0,1,1340081238.3129025,124589,1,626013768.115942,436734410.3475621,True,False,False,False
2012.0,660000000.0,1,1340081238.3129025,58000,1,2751139100.616365,771244420.0776876,False,False,True,False
2016.0,365000000.0,0,1340081238.3129025,86000,1,763160262.4179944,406057435.3544066,False,False,True,False
2019.0,495000000.0,0,890267510.9847506,60000,1,617414728.6821705,573484721.2032082,False,False,True,False
2018.0,760000000.0,1,1340081238.3129025,100000,0,926278793.0301743,764717519.7455978,True,False,False,False
2015.0,325000000.0,0,1340081238.3129025,86000,1,763160262.4179944,406057435.3544066,False,False,True,False
2020.0,745000000.0,0,1340081238.3129025,51000,1,617414728.6821705,743920536.477261,False,False,True,False
2023.0,475000000.0,1,595104831.3582498,5600,1,468838998.9181681,441506292.808309,False,False,True,False
2022.0,663000000.0,1,595104831.3582498,25000,1,626013768.115942,677563385.0064412,False,False,True,False
2018.0,720000000.0,0,1340081238.3129025,58000,1,777644893.7280196,691184130.6410123,False,False,True,False
2023.0,533000000.0,1,595104831.3582498,13000,1,468838998.9181681,489486824.4264553,False,False,True,False
2022.0,780000000.0,0,1340081238.3129025,33000,1,589529801.3245033,790606558.051638,False,False,False,True
2022.0,465000000.0,1,890267510.9847506,25000,1,468838998.9181681,475312762.93968815,False,False,True,False
2018.0,445000000.0,1,671747559.274756,71000,1,532458847.7366255,491423468.8691526,True,False,False,False
2022.0,1919000000.0,0,890267510.9847506,15000,1,1675078982.597055,1788260323.6731477,False,False,True,False
2021.0,2929000000.0,1,1340081238.3129025,28000,1,2672617582.4175825,2710390468.613241,False,False,True,False
2023.0,6088000000.0,1,671747559.274756,1000,1,881296149.4561683,5036069532.04932,False,False,True,False
2021.0,734000000.0,0,1340081238.3129025,46000,1,589529801.3245033,710468878.5836314,False,False,True,False
2022.0,1899000000.0,0,890267510.9847506,18000,1,1675078982.597055,1788260323.6731477,False,False,True,False
2019.0,1139000000.0,0,890267510.9847506,39000,1,1675078982.597055,1245619532.805618,False,False,True,False
2022.0,1399000000.0,0,890267510.9847506,5000,1,1675078982.597055,1407102263.7179985,False,False,True,False
2022.0,4550000000.0,1,1340081238.3129025,26000,1,1675078982.597055,4233269375.3502436,False,False,True,False
2022.0,695000000.0,0,595104831.3582498,12000,1,777644893.7280196,684479673.1672529,False,False,True,False
2020.0,799000000.0,0,1340081238.3129025,58000,1,589529801.3245033,806888209.7163547,False,False,True,False
2019.0,2699000000.0,0,890267510.9847506,64000,1,1675078982.597055,2711682193.6336904,False,False,True,False
2015.0,325000000.0,0,890267510.9847506,8000,1,610670124.4813278,347155790.89312285,False,False,True,False
2021.0,2179000000.0,0,890267510.9847506,16900,1,1675078982.597055,1687034119.0801053,False,False,True,False
2020.0,705000000.0,0,1340081238.3129025,60000,1,617414728.6821705,690428690.285842,False,False,True,False
2023.0,919000000.0,0,1340081238.3129025,8000,1,617414728.6821705,908370002.3941681,False,False,True,False
2021.0,799000000.0,0,595104831.3582498,7000,1,626013768.115942,750074310.1744068,False,False,True,False
2015.0,520000000.0,0,1340081238.3129025,101586,1,926278793.0301743,487485728.8353705,False,False,True,False
2017.0,1159000000.0,0,1340081238.3129025,32000,1,1675078982.597055,1489662150.054333,False,False,True,False
2013.0,535000000.0,1,890267510.9847506,51000,1,1164760465.6022363,493079157.29425514,False,False,True,False
2017.0,1789000000.0,1,1340081238.3129025,68000,1,2751139100.616365,1789000000.0,False,False,True,False
2019.0,1179000000.0,0,890267510.9847506,80000,1,1675078982.597055,991290370.3793765,False,False,True,False
2022.0,609000000.0,0,890267510.9847506,36000,1,589529801.3245033,626165840.2972636,False,False,True,False
2023.0,1259000000.0,0,1340081238.3129025,17000,1,589529801.3245033,1223779175.1544714,False,False,False,True
2015.0,678000000.0,1,890267510.9847506,72000,1,1675078982.597055,688866623.4217396,False,False,True,False
2021.0,1490000000.0,0,1340081238.3129025,82059,1,1675078982.597055,1686690252.6032028,False,False,True,False
2012.0,535000000.0,1,890267510.9847506,80450,1,1492717647.0292268,816838792.0479226,False,False,True,False
2015.0,1299000000.0,0,890267510.9847506,73600,1,1675078982.597055,1355801185.428495,False,False,True,False
2017.0,679000000.0,0,890267510.9847506,51000,1,926278793.0301743,594589169.3884912,False,False,True,False
2019.0,1189000000.0,0,890267510.9847506,41000,1,1675078982.597055,1245619532.805618,False,False,True,False
2017.0,979000000.0,1,2074673501.665917,46000,1,1401483285.9258647,959048379.883057,False,False,True,False
2022.0,4659000000.0,1,1340081238.3129025,3000,1,1675078982.597055,4233269375.3502436,False,False,True,False
2018.0,650000000.0,1,1340081238.3129025,56000,1,475666903.30556136,651004950.5833097,False,False,True,False
2019.0,288000000.0,0,368454183.26693225,59000,1,589529801.3245033,320071899.4420104,False,False,True,False
2017.0,2330000000.0,1,1340081238.3129025,64000,1,2672617582.4175825,1871709378.664231,False,False,True,False
2018.0,407000000.0,0,1340081238.3129025,68000,1,763160262.4179944,455141959.9710259,False,False,True,False
2010.0,389000000.0,0,1340081238.3129025,100000,1,1675078982.597055,389737749.91650516,False,False,True,False
2017.0,398000000.0,0,368454183.26693225,86000,1,617414728.6821705,439769444.41744375,False,False,True,False
2020.0,407000000.0,0,890267510.9847506,68000,1,926278793.0301743,412016602.7329354,False,False,True,False
2023.0,1259000000.0,0,1340081238.3129025,20000,1,589529801.3245033,1223779175.1544714,False,False,False,True
2017.0,359000000.0,0,1340081238.3129025,76000,1,763160262.4179944,406057435.3544066,False,False,True,False
2017.0,1299000000.0,1,890267510.9847506,112000,1,1904885815.0643816,1033213223.4985261,False,False,True,False
2020.0,889000000.0,0,1340081238.3129025,39000,0,926278793.0301743,764717519.7455978,True,False,False,False
2018.0,279000000.0,1,368454183.26693225,52000,1,926278793.0301743,292825359.80706006,False,False,True,False
2022.0,1436000000.0,1,890267510.9847506,16000,1,1164760465.6022363,1444726705.7272,False,False,True,False
2021.0,645000000.0,0,368454183.26693225,51000,1,617414728.6821705,649084409.8477709,False,False,True,False
2018.0,645000000.0,0,1340081238.3129025,78888,1,617414728.6821705,640078803.532435,False,False,True,False
2020.0,938000000.0,0,1340081238.3129025,38000,1,926278793.0301743,890661280.5964935,True,False,False,False
2022.0,595000000.0,0,890267510.9847506,16000,1,617414728.6821705,573484721.2032082,False,False,True,False
2022.0,630000000.0,0,595104831.3582498,42000,1,777644893.7280196,1033213223.4985261,False,False,True,False
2022.0,4599000000.0,1,1340081238.3129025,34000,1,1675078982.597055,4233269375.3502436,False,False,True,False
2021.0,5999000000.0,1,890267510.9847506,3800,1,3425014963.329059,4056682493.3238955,False,False,True,False
2018.0,395000000.0,0,890267510.9847506,65000,1,926278793.0301743,412504795.2371078,False,False,True,False
2019.0,495000000.0,0,890267510.9847506,60000,1,617414728.6821705,573484721.2032082,False,False,True,False
2022.0,799000000.0,1,1340081238.3129025,17350,1,926278793.0301743,771146526.9877937,False,False,True,False
2021.0,999000000.0,0,1340081238.3129025,60000,1,626013768.115942,1085666326.053986,False,False,True,False
2012.0,398000000.0,0,890267510.9847506,129000,1,1675078982.597055,1245619532.805618,False,False,True,False
2021.0,775000000.0,0,1340081238.3129025,19000,1,617414728.6821705,806343568.9992251,False,False,True,False
2022.0,589000000.0,0,890267510.9847506,12000,1,617414728.6821705,573484721.2032082,False,False,True,False
2018.0,735000000.0,0,1340081238.3129025,79000,1,626013768.115942,698398571.0323894,False,False,True,False
2020.0,699000000.0,0,595104831.3582498,46000,1,626013768.115942,691879522.8508528,False,False,True,False
2016.0,515000000.0,0,1340081238.3129025,79000,1,602770814.6821845,502559427.996267,False,False,True,False
2021.0,575000000.0,0,890267510.9847506,38000,1,589529801.3245033,585513130.7938042,False,False,True,False
2021.0,920000000.0,1,1340081238.3129025,35000,1,763160262.4179944,1063755005.5050639,True,False,False,False
2017.0,1055000000.0,0,1340081238.3129025,78000,1,1675078982.597055,1489662150.054333,False,False,True,False
2022.0,589000000.0,1,595104831.3582498,39000,1,617414728.6821705,587680761.4367996,False,False,True,False
2020.0,459000000.0,1,1340081238.3129025,63000,0,532458847.7366255,468474606.1751529,False,False,True,False
2021.0,316000000.0,0,890267510.9847506,36000,0,626013768.115942,318546342.62035066,False,False,True,False
2021.0,397000000.0,0,890267510.9847506,60000,0,626013768.115942,364997155.47220856,False,False,True,False
2019.0,356000000.0,0,890267510.9847506,92000,0,926278793.0301743,357023044.05233514,False,False,True,False
2022.0,1798000000.0,0,1340081238.3129025,7000,1,1675078982.597055,1686690252.6032028,False,False,True,False
2018.0,580000000.0,0,1340081238.3129025,82689,1,475666903.30556136,1033213223.4985261,False,False,True,False
2020.0,306000000.0,0,368454183.26693225,56000,1,589529801.3245033,320071899.4420104,False,False,True,False
2020.0,635000000.0,0,1340081238.3129025,60000,1,532458847.7366255,631253781.3992617,False,False,True,False
2022.0,528000000.0,1,1340081238.3129025,99000,1,926278793.0301743,514335083.68742156,False,False,True,False
2010.0,318000000.0,1,1340081238.3129025,90000,1,475666903.30556136,1033213223.4985261,False,False,True,False
2021.0,925000000.0,0,1340081238.3129025,46000,1,626013768.115942,963887090.0248415,True,False,False,False
2022.0,1759000000.0,0,1340081238.3129025,9500,1,1675078982.597055,1686690252.6032028,False,False,True,False
2019.0,925000000.0,1,1340081238.3129025,58000,1,763160262.4179944,968470378.215616,True,False,False,False
2019.0,495000000.0,0,890267510.9847506,58000,1,617414728.6821705,573484721.2032082,False,False,True,False
2023.0,2799000000.0,0,1340081238.3129025,7500,1,1675078982.597055,1489662150.054333,False,False,True,False
2023.0,2579000000.0,0,890267510.9847506,6800,1,1675078982.597055,2579000000.0,False,False,True,False
2021.0,1499000000.0,0,1340081238.3129025,27000,1,1675078982.597055,1361446070.8901935,False,False,True,False
2017.0,1099000000.0,0,1340081238.3129025,30000,1,1675078982.597055,1070840201.876616,False,False,True,False
2022.0,2179000000.0,1,1088026584.8670757,19000,1,1675078982.597055,1918306147.9635632,False,False,True,False
2022.0,1939000000.0,1,890267510.9847506,15000,1,1675078982.597055,1245619532.805618,False,False,True,False
2016.0,2500000000.0,1,1340081238.3129025,52000,1,1613835535.561224,2162638811.383925,False,False,True,False
2018.0,755000000.0,0,1340081238.3129025,73000,1,626013768.115942,755656742.1432655,True,False,False,False
2022.0,4630000000.0,1,1340081238.3129025,9493,1,1675078982.597055,4233269375.3502436,False,False,True,False
2022.0,750000000.0,0,890267510.9847506,28000,1,602770814.6821845,747875481.2256271,False,False,True,False
2018.0,735000000.0,0,1340081238.3129025,58000,1,626013768.115942,698398571.0323894,False,False,True,False
2019.0,848000000.0,0,1340081238.3129025,79000,1,926278793.0301743,890661280.5964935,True,False,False,False
2015.0,275000000.0,1,368454183.26693225,90000,1,626013768.115942,329321670.3652206,False,False,True,False
2021.0,3080000000.0,1,1340081238.3129025,30000,1,2672617582.4175825,3011579242.554607,False,False,True,False
2009.0,300000000.0,0,890267510.9847506,160000,1,926278793.0301743,379265694.04063064,False,False,True,False
2022.0,2099000000.0,0,1340081238.3129025,10000,1,1675078982.597055,1489662150.054333,False,False,True,False
2020.0,2739000000.0,1,1340081238.3129025,22000,1,3425014963.329059,1943088659.0166192,False,False,True,False
2018.0,698000000.0,0,1340081238.3129025,51000,1,626013768.115942,680991048.3555121,False,False,True,False
2021.0,615000000.0,0,890267510.9847506,32000,1,589529801.3245033,585513130.7938042,False,False,True,False
2011.0,235000000.0,1,890267510.9847506,60000,0,586376059.8031794,181419594.73642474,False,False,True,False
2011.0,480000000.0,1,1340081238.3129025,80000,1,626013768.115942,436734410.3475621,True,False,False,False
2022.0,465000000.0,0,890267510.9847506,31000,1,926278793.0301743,467904110.3699094,False,False,True,False
2020.0,1759000000.0,0,1340081238.3129025,19000,1,1675078982.597055,1489662150.054333,False,False,True,False
2018.0,635000000.0,0,1340081238.3129025,80000,1,617414728.6821705,601534180.3913645,False,False,True,False
2022.0,795000000.0,0,1340081238.3129025,20000,1,617414728.6821705,806343568.9992251,False,False,True,False
2019.0,675000000.0,0,1340081238.3129025,57000,1,617414728.6821705,601534180.3913645,False,False,True,False
2019.0,418000000.0,0,890267510.9847506,55000,1,626013768.115942,425721783.2646239,False,False,True,False
2022.0,569000000.0,0,595104831.3582498,20000,1,602770814.6821845,571789643.3814949,False,False,True,False
2014.0,489000000.0,0,1340081238.3129025,12000,1,926278793.0301743,533988356.6489778,False,False,True,False
2021.0,599000000.0,0,890267510.9847506,40000,1,589529801.3245033,585513130.7938042,False,False,True,False
2022.0,1439000000.0,1,890267510.9847506,11000,1,1164760465.6022363,1444726705.7272,False,False,True,False
2012.0,270000000.0,0,890267510.9847506,90000,1,626013768.115942,277586527.9690144,False,False,True,False
2019.0,1139000000.0,0,890267510.9847506,40000,1,1675078982.597055,1245619532.805618,False,False,True,False
2009.0,415000000.0,0,1088026584.8670757,200000,0,626013768.115942,1033213223.4985261,True,False,False,False
2022.0,350000000.0,0,368454183.26693225,29000,1,589529801.3245033,332107845.5876382,False,False,True,False
2020.0,2730000000.0,1,1340081238.3129025,36000,1,3425014963.329059,1943088659.0166192,False,False,True,False
2022.0,3550000000.0,1,1340081238.3129025,16000,1,2672617582.4175825,3615296946.6850758,False,False,True,False
2010.0,940000000.0,1,1340081238.3129025,140000,1,3425014963.329059,1739909676.3048682,False,False,True,False
2023.0,1285000000.0,1,1340081238.3129025,16000,1,763160262.4179944,1063755005.5050639,True,False,False,False
2020.0,385000000.0,0,890267510.9847506,10000,0,926278793.0301743,357023044.05233514,False,False,True,False
2023.0,765000000.0,0,1340081238.3129025,11000,1,617414728.6821705,732262676.322688,False,False,True,False
2018.0,655000000.0,1,1340081238.3129025,70000,0,926278793.0301743,764717519.7455978,True,False,False,False
2023.0,2698000000.0,0,1340081238.3129025,6800,1,1675078982.597055,1489662150.054333,False,False,True,False
2021.0,955000000.0,0,1340081238.3129025,66000,1,926278793.0301743,890661280.5964935,True,False,False,False
2020.0,695000000.0,1,1340081238.3129025,70000,1,926278793.0301743,771146526.9877937,False,False,True,False
2011.0,488000000.0,1,890267510.9847506,130000,1,881296149.4561683,488000000.0,False,False,True,False
2017.0,695000000.0,1,1340081238.3129025,120000,0,926278793.0301743,764717519.7455978,True,False,False,False
2021.0,775000000.0,0,1340081238.3129025,50000,1,617414728.6821705,806343568.9992251,False,False,True,False
2013.0,465000000.0,0,1340081238.3129025,74000,1,610670124.4813278,467844092.42034936,False,False,True,False
2022.0,595000000.0,1,1340081238.3129025,38000,1,926278793.0301743,597401471.7434818,False,False,True,False
2021.0,648000000.0,1,595104831.3582498,36000,1,610670124.4813278,585078380.9697949,False,False,True,False
2017.0,525000000.0,1,890267510.9847506,70000,1,610670124.4813278,520513171.1198659,False,False,True,False
2020.0,595000000.0,1,890267510.9847506,80000,1,610670124.4813278,590439219.000309,False,False,True,False
2021.0,650000000.0,1,671747559.274756,80000,1,926278793.0301743,646704317.4774555,True,False,False,False
2016.0,360000000.0,0,890267510.9847506,100000,1,610670124.4813278,347155790.89312285,False,False,True,False
2022.0,343000000.0,0,368454183.26693225,26800,1,602770814.6821845,326933384.2204067,False,False,True,False
2022.0,960000000.0,0,1340081238.3129025,12000,1,610670124.4813278,868656296.2811185,False,False,True,False
